TITLE ABRV,YEAR,ISO_ABREV,ISSN,LANGUAGE,CATEGORY,TITLE,QUARTIL,CAT SEARCH
ESAIM-PROBAB STAT,2016,ESAIM-Prob. Stat.,12928100,ENGLISH,STATISTICS & PROBABILITY,ESAIM-PROBABILITY AND STATISTICS,Q4,STATISTICS & PROBABILITY
ESAIM-PROBAB STAT,2017,ESAIM-Prob. Stat.,12928100,ENGLISH,STATISTICS & PROBABILITY,ESAIM-PROBABILITY AND STATISTICS,Q4,STATISTICS & PROBABILITY
ESAIM-PROBAB STAT,2018,ESAIM-Prob. Stat.,12928100,ENGLISH,STATISTICS & PROBABILITY,ESAIM-PROBABILITY AND STATISTICS,Q4,STATISTICS & PROBABILITY
ESAIM-PROBAB STAT,2019,ESAIM-Prob. Stat.,12928100,ENGLISH,STATISTICS & PROBABILITY,ESAIM-PROBABILITY AND STATISTICS,Q4,STATISTICS & PROBABILITY
ETRI J,2009,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2010,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q2,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2011,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2012,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2013,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2014,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2015,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2016,ETRI J.,12256463,ENGLISH,"ENGINEERING, ELECTRICAL & ELECTRONIC",ETRI JOURNAL,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC"
ETRI J,2017,ETRI J.,12256463,ENGLISH,TELECOMMUNICATIONS,ETRI JOURNAL,Q4,TELECOMMUNICATIONS
ETRI J,2018,ETRI J.,12256463,ENGLISH,"ENGINEERING, ELECTRICAL & ELECTRONIC",ETRI JOURNAL,Q4,TELECOMMUNICATIONS
ETRI J,2019,ETRI J.,12256463,ENGLISH,"ENGINEERING, ELECTRICAL & ELECTRONIC",ETRI JOURNAL,Q4,TELECOMMUNICATIONS
EUR J APPL MATH,2009,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2010,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q1,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2011,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2012,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2013,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2014,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q3,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2015,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2016,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q3,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2017,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2018,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J APPL MATH,2019,Eur. J. Appl. Math.,09567925,ENGLISH,"MATHEMATICS, APPLIED",EUROPEAN JOURNAL OF APPLIED MATHEMATICS,Q2,"MATHEMATICS, APPLIED"
EUR J COMBIN,2009,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2010,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2011,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2012,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2013,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2014,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2015,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2016,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2017,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2018,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J COMBIN,2019,Eur. J. Comb.,01956698,ENGLISH,MATHEMATICS,EUROPEAN JOURNAL OF COMBINATORICS,Q2,MATHEMATICS
EUR J CONTROL,2009,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2010,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2011,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2012,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q2,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2013,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2014,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2015,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2016,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q2,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2017,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2018,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J CONTROL,2019,Eur. J. Control,09473580,ENGLISH,AUTOMATION & CONTROL SYSTEMS,EUROPEAN JOURNAL OF CONTROL,Q3,AUTOMATION & CONTROL SYSTEMS
EUR J DENT EDUC,2009,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q2,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2010,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q2,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2011,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q2,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2012,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q2,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2013,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q2,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2014,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2015,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2016,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2017,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2018,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J DENT EDUC,2019,Eur. J. Dent. Educ.,13965883,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF DENTAL EDUCATION,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J IND ENG,2009,Eur. J. Ind. Eng.,17515254,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q2,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2010,Eur. J. Ind. Eng.,17515254,ENGLISH,"ENGINEERING, INDUSTRIAL",EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q1,"ENGINEERING, INDUSTRIAL"
EUR J IND ENG,2011,Eur. J. Ind. Eng.,17515254,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q4,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2012,Eur. J. Ind. Eng.,17515254,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q1,"ENGINEERING, INDUSTRIAL"
EUR J IND ENG,2013,Eur. J. Ind. Eng.,17515254,ENGLISH,"ENGINEERING, INDUSTRIAL",EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q2,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2014,Eur. J. Ind. Eng.,17515254,ENGLISH,"ENGINEERING, INDUSTRIAL",EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q3,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2015,Eur. J. Ind. Eng.,17515254,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q4,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2016,Eur. J. Ind. Eng.,17515254,ENGLISH,"ENGINEERING, INDUSTRIAL",EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q4,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2017,Eur. J. Ind. Eng.,17515254,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q3,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2018,Eur. J. Ind. Eng.,17515254,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q3,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J IND ENG,2019,Eur. J. Ind. Eng.,17515254,ENGLISH,"ENGINEERING, INDUSTRIAL",EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Q4,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J INFORM SYST,2009,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q3,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2010,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2011,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2012,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2013,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2014,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2015,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2016,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2017,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q1,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2018,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J INFORM SYST,2019,Eur. J. Inform. Syst.,0960085X,ENGLISH,"COMPUTER SCIENCE, INFORMATION SYSTEMS",EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
EUR J OPER RES,2009,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2010,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2011,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2012,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2013,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2014,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2015,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2016,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2017,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2018,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J OPER RES,2019,Eur. J. Oper. Res.,03772217,ENGLISH,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
EUR J PHYS,2009,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J PHYS,2010,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J PHYS,2011,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J PHYS,2012,Eur. J. Phys.,01430807,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF PHYSICS,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J PHYS,2013,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q4,"PHYSICS, MULTIDISCIPLINARY"
EUR J PHYS,2014,Eur. J. Phys.,01430807,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF PHYSICS,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J PHYS,2015,Eur. J. Phys.,01430807,ENGLISH,"EDUCATION, SCIENTIFIC DISCIPLINES",EUROPEAN JOURNAL OF PHYSICS,Q3,"EDUCATION, SCIENTIFIC DISCIPLINES"
EUR J PHYS,2016,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q4,"PHYSICS, MULTIDISCIPLINARY"
EUR J PHYS,2017,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q4,"PHYSICS, MULTIDISCIPLINARY"
EUR J PHYS,2018,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q4,"PHYSICS, MULTIDISCIPLINARY"
EUR J PHYS,2019,Eur. J. Phys.,01430807,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN JOURNAL OF PHYSICS,Q4,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2011,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2012,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2013,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2014,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2015,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2016,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q3,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2017,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2018,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J H,2019,Eur. Phys. J. H,21026459,ENGLISH,HISTORY & PHILOSOPHY OF SCIENCE,EUROPEAN PHYSICAL JOURNAL H,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2012,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2013,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2014,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2015,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2016,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2017,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2018,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J PLUS,2019,Eur. Phys. J. Plus,21905444,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL PLUS,Q1,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J-SPEC TOP,2009,Eur. Phys. J.-Spec. Top.,19516355,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J-SPEC TOP,2010,Eur. Phys. J.-Spec. Top.,19516355,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J-SPEC TOP,2011,Eur. Phys. J.-Spec. Top.,19516355,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J-SPEC TOP,2012,Eur. Phys. J.-Spec. Top.,19516355,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,Q2,"PHYSICS, MULTIDISCIPLINARY"
EUR PHYS J-SPEC TOP,2013,Eur. Phys. J.-Spec. Top.,19516355,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,Q2,"PHYSICS, MULTIDISCIPLINARY"
