DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Affiliations,Publisher,Language,ISSN,ISBN
Compendex,SunPy - Python for solar physics,"This paper presents SunPy (version 0.5), a community-developed Python package for solar physics. Python, a free, cross-platform, general-purpose, high-level programming language, has seen widespread adoption among the scientific community, resulting in the availability of a large number of software packages, from numerical computation (NumPy, SciPy) and machine learning (scikit-learn) to visualization and plotting (matplotlib). SunPy is a data-analysis environment specializing in providing the software necessary to analyse solar and heliospheric data in Python. SunPy is open-source software (BSD licence) and has an open and transparent development workflow that anyone can contribute to. SunPy provides access to solar data through integration with the Virtual Solar Observatory (VSO), the Heliophysics Event Knowledgebase (HEK), and the HELiophysics Integrated Observatory (HELIO) webservices. It currently supports image data from major solar missions (e.g., SDO, SOHO, STEREO, and IRIS), time-series data from missions such as GOES, SDO/EVE, and PROBA2/LYRA, and radio spectra from e-Callisto and STEREO/SWAVES. We describe SunPys functionality, provide examples of solar data analysis in SunPy, and show how Python-based solar data-analysis can leverage the many existing tools already available in Python. We discuss the future goals of the project and encourage interested users to become involved in the planning and development of SunPy. © 2015 IOP Publishing Ltd.",High-level programming language - Numerical computations - Planning and development - Python - Scientific community - scientific Python - Solar physics - Virtual solar observatories,"Mumford, Stuart J.(1); Christe, Steven(2); Pérez-Suárez, David(3); Ireland, Jack(2,4); Shih, Albert Y.(2); Inglis, Andrew R.(2,5); Liedtke, Simon(6); Hewett, Russell J.(7); Mayer, Florian(8); Hughitt, Keith(9); Freij, Nabil(1); Meszaros, Tomas(10); Bennett, Samuel M.(1); Malocha, Michael(11); Evans, John(12); Agrawal, Ankit(13); Leonard, Andrew J.(14); Robitaille, Thomas P.(15); Mampaey, Benjamin(16); Campos-Rozo, Jose Iván(17); Kirk, Michael S.(2); The SunPy Community(17)",2015.0,Journal,Computational Science and Discovery,10.1088/1749-4699/8/1/014009,"(1) Solar Physics and Space Plasma Research Centre (SPRC), School of Mathematics and Statistics, University of Sheffield, Hounsfield Road, Sheffield; S3 7RH, United Kingdom; (2) NASA Goddard Space Flight Center, Greenbelt; MD, United States; (3) South African National Space Agency - Space Science, Hospital Street, Hermanus, Western Cape; 7200, South Africa; (4) ADNET Systems Inc., Mail Code 671.1, NASA Goddard Space Flight Center, Greenbelt; MD, United States; (5) Catholic University of America, Washington; DC, United States; (6) University of Bremen, Bibliothekstraße 1, Bremen; D-28359, Germany; (7) Department of Mathematics, Massachusetts Institute of Technology, 77 Massachusetts Ave, E17-317, Cambridge; MA, United States; (8) Vienna University of Technology, Karlsplatz 13, Vienna; A-1040, Austria; (9) Department of Cell Biology and Molecular Genetics, University of Maryland, College Park; MD, United States; (10) Masaryk University, Faculty of Informatics, Botanicka 68a, Brno, Czech Republic; (11) Humboldt State University, 1 Harpst St, Arcata; CA, United States; (12) Boston Python User Group, Boston; MA, United States; (13) Indian Institute of Technology, Bombay, India; (14) Department of Mathematics and Physics, Aberystwyth University, Physical Sciences Building, Aberystwyth; SY23 3BZ, United Kingdom; (15) Max-Planck-Institut für Astronomie, Königstuhl 17, Heidelberg; D-69117, Germany; (16) Royal Observatory of Belgium, Brussels, Belgium; (17) Observatorio Astronómico Nacional, Universidad Nacional de Colombia, Bogotá, D.C., Colombia",Institute of Physics Publishing,English,17494680,
Compendex,Development and debugging of information measurement and control systems for mobile robots with python dynamic language,"This paper presents some of the authors' experience in using Python dynamic language for development and debugging of information measurement and control systems for mobile robots. The new development methodologies are proposed. This methodology makes possible to modify MR on-board software with no need to reboot. Unlike the traditional architecture, where all software components are compiled into an immutable binary code, new approach will help to accelerate the development and provide abilities to debug and refine on-board control programs in the field. New approaches for control protocols are proposed.",Control protocols - Development methodology - Dynamic languages - Information measurement - On board softwares - Python - Software component - Traditional architecture,"Kirsanov, Kirill",2009.0,Conference,Annals of DAAAM and Proceedings of the International DAAAM Symposium,,,"Danube Adria Association for Automation and Manufacturing, DAAAM",English,17269679,
Compendex,A geant4-python interface: Development and its applications,"We present a Geant4-Python interface called ""Geant4Py"", which provides a set of Python modules for using Geant4 on Python. Also we show various applications using Geant4Py, including compile-free scripts, on-line histogramming analysis with ROOT, web applications, GUI applications and tools for physics validation, educational uses and medical simulation, discussing runtime performance which can be tuned between execution speed and interactivity for each use-case. These applications show the flexibility and usefulness of dynamic configuration of user applications using Python. ©2006 IEEE.",Medical simulation - Python - ROOT - Scripting,"Murakami, K.(1); Yoshida, H.(2)",2006.0,Conference,IEEE Nuclear Science Symposium Conference Record,10.1109/NSSMIC.2006.356115,"(1) High Energy Accelerator Research Organization (KEK), Tsukuba, Japan; (2) Naruto University of Education, Naruto, Japan",Institute of Electrical and Electronics Engineers Inc.,English,10957863,1424405610
Compendex,Nagini: A static verifier for python,"We present Nagini, an automated, modular verifier for statically-typed, concurrent Python 3 programs, built on the Viper verification infrastructure. Combining established concepts with new ideas, Nagini can verify memory safety, functional properties, termination, deadlock freedom, and input/output behavior. Our experiments show that Nagini is able to verify non-trivial properties of real-world Python code. © The Author(s) 2018.",Deadlock freedom - Functional properties - Input/output behaviors - Memory safety - Non-trivial - Python code - Real-world,"Eilers, Marco(1); Müller, Peter(1)",2018.0,Conference,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-319-96145-3_33,"(1) Department of Computer Science, ETH Zurich, Zurich, Switzerland",Springer Verlag,English,03029743,
Compendex,Instrumentino: An open-source modular Python framework for controlling Arduino based experimental instruments,"Instrumentino is an open-source modular graphical user interface framework for controlling Arduino based experimental instruments. It expands the control capability of Arduino by allowing instruments builders to easily create a custom user interface program running on an attached personal computer. It enables the definition of operation sequences and their automated running without user intervention. Acquired experimental data and a usage log are automatically saved on the computer for further processing. The use of the programming language Python also allows easy extension. Complex devices, which are difficult to control using an Arduino, may be integrated as well by incorporating third party application programming interfaces into the Instrumentino framework. Program summary Program title: Instrumentino, Controlino Catalogue identifier: AETJ-v1-0 Program summary URL:http://cpc.cs.qub.ac.uk/summaries/AETJ-v1-0.html Program obtainable from: CPC Program Library, Queen's University, Belfast, N. Ireland Licensing provisions: GNU General Public License, version 3 No. of lines in distributed program, including test data, etc.: 17 097 No. of bytes in distributed program, including test data, etc.: 3 425 023 Distribution format: tar.gz Programming language: Python, C. Computer: i386, x86-64. Operating system: Linux, Mac OS X, Windows. RAM: 60 MB Classification: 16.4. External routines: wxPython, pySerial, matplotlib, agw (Instrumentino), SoftwareSerial (Controlino) Nature of problem: Control and monitor purpose-made experimental instruments Solution method: Modular Graphical User Interface for hardware control Running time: Depends on the user. © 2014 Elsevier B.V. All rights reserved.",Arduino - Catalogue identifiers - Control and monitor - Control capabilities - Distributed program - GNU general public license - Python - Third party application (Apps),"Koenka, Israel Joel(1); Sáiz, Jorge(2); Hauser, Peter C.(1)",2014.0,Journal,Computer Physics Communications,10.1016/j.cpc.2014.06.007,"(1) Department of Chemistry, University of Basel, Spitalstrasse 51, 4056 Basel, Switzerland; (2) Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km 33.6, Alcalá de Henares 28871, Madrid, Spain",Elsevier B.V.,English,00104655,
Compendex,PyCSP - Communicating sequential processes for python,"The Python programming language is effective for rapidly specifying programs and experimenting with them. It is increasingly being used in computational sciences, and in teaching computer science. CSP is effective for describing concurrency. It has become especially relevant with the emergence of commodity multi-core architectures. We are interested in exploring how a combination of Python and CSP can benefit both the computational sciences and the hands-on teaching of distributed and parallel computing in computer science. To make this possible, we have developed PyCSP, a CSP library for Python. PyCSP presently supports the core CSP abstractions. We introduce the PyCSP library, its implementation, a few performance benchmarks, and show example code using PyCSP. An early prototype of PyCSP has been used in this year's Extreme Multiprogramming Class at the CS department, university of Copenhagen with promising results. © 2007 The authors and IOS Press. All rights reserved.",Computational sciences - EScience - Extreme Multiprogramming Class - Python programming languages,"Bjørndalen, John Markus(1,3); Vinter, Brian(2); Anshus, Otto(1)",2007.0,Conference,Concurrent Systems Engineering Series,,"(1) Department of Computer Science, University of Tromsø; (2) Department of Computer Science, University of Copenhagen; (3) Department of Computer Science, University of Tromsø, N-9037 Tromsø, Norway","IOS Press, Nieuwe Hemweg 6B, Amsterdam, 1013 BG, Netherlands",English,13837575,
Compendex,Online python tutor: Embeddable web-based program visualization for cs education,"This paper presents Online Python Tutor, a web-based program visualization tool for Python, which is becoming a popular language for teaching introductory CS courses. Using this tool, teachers and students can write Python programs directly in the web browser (without installing any plugins), step forwards and backwards through execution to view the run-time state of data structures, and share their program visualizations on the web. In the past three years, over 200,000 people have used Online Python Tutor to visualize their programs. In addition, instructors in a dozen universities such as UC Berkeley, MIT, the University of Washington, and the University of Waterloo have used it in their CS1 courses. Finally, Online Python Tutor visualizations have been embedded within three webbased digital Python textbook projects, which collectively attract around 16,000 viewers per month and are being used in at least 25 universities. Online Python Tutor is free and open source software, available at pythontutor.com. Copyright © 2013 ACM.",CS education - Free and open source softwares - Program visualization - Python - Run-time state - University of Washington - University of Waterloo - Web-based programs,"Guo, Philip J.(1)",2013.0,Conference,SIGCSE 2013 - Proceedings of the 44th ACM Technical Symposium on Computer Science Education,,"(1) Google, Inc., Mountain View, CA, United States",Association for Computing Machinery,English,,
Compendex,Symbolic python,"Symbolic is a important part of math. Nowadays for solving symbolic math there is many software applications, but many of them is not used or unknowed. In our work, we focus on how the SymPy program works?, how python tool is solving symbolic mathematical problems. Step by step proposed work give answer for this questions. Here you can see how SymPy solve Derivatieves, Integrals, Series Expansion, Limits, Trigonometric Simplification, Equation Systems, Vector and Matrices, Differential Equations. © 2014 IEEE.",Equation systems - Equations - Integrals - Limits - Mathematical problems - Series expansion - Software applications - Symbolic Python.SymPy,"Ari, Niyazi(1,2); Mamatnazarova, Nurayim(1,2)",2014.0,Conference,"Proceedings of the 11th International Conference on Electronics, Computer and Computation, ICECCO 2014",10.1109/ICECCO.2014.6997580,"(1) Nigerian Turkish Nile University, Abuja, Nigeria; (2) International Ataturk Alatoo University, Bishkek, Kazakhstan",Institute of Electrical and Electronics Engineers Inc.,English,,
Compendex,DEVSimPy: A collaborative python software for modeling and simulation of DEVS systems,The Modeling and Simulation (M&S) of complex systems leans on the collaboration between different actors coming from specific domains. These actors have to communicate through an efficient way in order to improve the M&S process. We therefore propose in this article a collaborative M&S software framework called DEVSimPy. We point out the use of DEVSimPy through a concrete case study: hydraulic network management. © 2011 IEEE.,Collaborative softwares - Hydraulic system - Model and simulation - S-process - Simulation - Software frameworks - Software libraries,"Capocchi, L.(1); Santucci, J.F.(1); Poggi, B.(1); Nicolai, C.(1)",2011.0,Conference,"Proceedings of the 2011 20th IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2011",10.1109/WETICE.2011.31,"(1) University of Corsica, UMR CNRS 6134 SPE, Corte, France",IEEE Computer Society,English,,
Compendex,A python tool for multi-gage calibration of SWAT models using the NSGA-II algorithm,"Calibration of large watershed models requires multi-gage calibration, however there are limited tools available for performing these calibrations of SWAT models. Non-Dominated Sorting Genetic Algorithm II (NSGA-II) has been shown to be an effective and efficient multi-objective calibration algorithm in various disciplines. Although NSGA-II has been used with SWAT before, there is no publically available software tool for easily applying the calibration approach for SWAT models. Therefore, the objective of this study was to create an open source tool for multi-gage calibration of SWAT models using the Python programming language. This tool is demonstrated through an application for the Upper Neuse Watershed in North Carolina, USA. The objective functions used for the calibration were Nash-Sutcliffe (E) and Percent Bias (PB), and the objective sites were the Flat, Little, and Eno watershed outlets. Results from the chosen parameter set in the Pareto front were E values ranging between 0.65 and 0.75 and PB values ranging between 0.02 and 0.08 for the objective sites. Similar to previous studies, the results show that the use of multi-objective calibration algorithms for SWAT calibration improved model performance.","Multi-objective calibration - Non dominated sorting genetic algorithm ii (NSGA II) - North Carolina , USA - NSGA-II - NSGA-II algorithm - Objective functions - Python programming language - SWAT","Ercan, Mehmet B.(1); Goodall, Jonathan L.(1,2)",2014.0,Conference,"Proceedings - 7th International Congress on Environmental Modelling and Software: Bold Visions for Environmental Modeling, iEMSs 2014",,"(1) University of South Carolina, Department of Civil and Environmental Engineering, 300 Main St., Columbia; SC; 29208, United States; (2) University of Virginia, Department of Civil and Environmental Engineering, 351 McCormick Road, Charlottesville; VA; 22904-4742, United States",International Environmental Modelling and Software Society,English,,
Compendex,A python toolbox for computing solutions to canonical problems in electromagnetics,"One of the most important steps in the development of any numerical code is the validation of the implementation by comparison of the results obtained for a set of test cases to the exact solution. In the context of codes developed for high-frequency electromagnetics, this usually means comparing computed results to analytical solutions. Obtaining these analytical solutions can be a nontrivial problem, although fortunately it need only be implemented once, and can then be used repeatedly to validate any new code. This paper concentrates on finding the analyUcal solution to eigenvalue problems for a range of standard geometries, as well as the near-field solution for plane-wave scattedng from a PEC sphere. The solutions are implemented using the Python programming language and the SciPy library of scientific functions.",Python programming language - SciPy numerical library - Software validation - Software verification,"Swartz, Julian P.(1)",2006.0,Journal,IEEE Antennas and Propagation Magazine,10.1109/MAP.2006.1703411,"(1) Department of Electrical and Electronic Engineering, University of Stellenbosch, Stellenbosch 7600, South Africa",Institute of Electrical and Electronics Engineers Computer Society,English,10459243,
Compendex,Dem generation from close-range photogrammetry using extended python photogrammetry toolbox,"Digital elevation models (DEMs) are widely used raster data for different applications concerning terrain, such as for flood modelling, viewshed analysis, mining, land development, engineering design projects, to name a few. DEMs can be obtained through various methods, including topographic survey, LiDAR or photogrammetry, and internet sources. Terrestrial close-range photogrammetry is one of the alternative methods to produce DEMs through the processing of images using photogrammetry software. There are already powerful photogrammetry software that are commercially-available and can produce high-accuracy DEMs. However, this entails corresponding cost. Although, some of these software have free or demo trials, these trials have limits in their usable features and usage time. One alternative is the use of free and open-source software (FOSS), such as the Python Photogrammetry Toolbox (PPT), which provides an interface for performing photogrammetric processes implemented through python script. For relatively small areas such as in mining or construction excavation, a relatively inexpensive, fast and accurate method would be advantageous. In this study, PPT was used to generate 3D point cloud data from images of an open pit excavation. The PPT was extended to add an algorithm converting the generated point cloud data into a usable DEM. © Authors 2017.",Close range photogrammetry - Digital elevation model - Engineering design projects - Free and open source softwares - Free open source softwares - Python photogrammetry toolbox - Topographic surveys - Viewshed analysis,"Belmonte, A.A.(1); Biong, M.M.P.(1); Macatulad, E.G.(1)",2017.0,Conference,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",10.5194/isprs-archives-XLII-4-W5-11-2017,"(1) Department of Geodetic Engineering, College of Engineering, University of the Philippines, Diliman, Quezon City, Philippines",International Society for Photogrammetry and Remote Sensing,English,16821750,
Compendex,Pyxel: A novel and multi-purpose Python-based framework for imaging detector simulation,"Pyxel is a novel, open-source and Python-based framework designed to host and pipeline any type of models simulating detector effects such as cosmic rays, detector PSF, various noise sources, Charge Transfer Inefficiency or persistence on images produced by CCD or CMOS-based imaging detectors. It is currently under development at the European Space Agency with the goal of release it to the broader detector scientist community. We present here the architecture of the framework, how to integrate new models in it and give a few examples of its current simulation capabilities. © 2018 SPIE.",Detector simulations - Open sources - persistence - Python - Pyxel - Simulation,"Lucsanyi, David(1); Prod'homme, Thibaut(1); Smit, Hans(1); Lemmel, Frederic(1); Crouzet, Pierre-Elie(1); Verhoeve, Peter(1); Shortt, Brian(1)",2018.0,Conference,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.2314047,"(1) European Space Agency, ESTEC, Keplerlaan 1, Noordwijk; 2201 AZ, Netherlands",SPIE,English,0277786X,
Compendex,Parallel distributed computing using Python,"This work presents two software components aimed to relieve the costs of accessing high-performance parallel computing resources within a Python programming environment: MPI for Python and PETSc for Python. MPI for Python is a general-purpose Python package that provides bindings for the Message Passing Interface (MPI) standard using any back-end MPI implementation. Its facilities allow parallel Python programs to easily exploit multiple processors using the message passing paradigm. PETSc for Python provides access to the Portable, Extensible Toolkit for Scientific Computation (PETSc) libraries. Its facilities allow sequential and parallel Python applications to exploit state of the art algorithms and data structures readily available in PETSc for the solution of large-scale problems in science and engineering.MPI for Python and PETSc for Python are fully integrated to PETSc-FEM, an MPI and PETSc based parallel, multiphysics, finite elements code developed at CIMEC laboratory. This software infrastructure supports research activities related to simulation of fluid flows with applications ranging from the design of microfluidic devices for biochemical analysis to modeling of large-scale stream/aquifer interactions. © 2011 Elsevier Ltd.",High performance parallel computing - Message passing interface - Message passing paradigms - Parallel/distributed computing - PETSc - Python - Software infrastructure - State-of-the-art algorithms,"Dalcin, Lisandro D.(1); Paz, Rodrigo R.(1); Kler, Pablo A.(1); Cosimo, Alejandro(1)",2011.0,Journal,Advances in Water Resources,10.1016/j.advwatres.2011.04.013,"(1) Centro Internacional de Métodos Computacionales en Ingeniería (CIMEC), Instituto de Desarrollo Tecnológico para la Industria Química (INTEC), Consejo Nacional de Investigaciones Cientificas y Tecnicas, CONICET, Univ. Nacional del Litoral, UNL, S3000GLN Santa Fe, Argentina",Elsevier Ltd,English,03091708,
Compendex,Stella: A python-based domain-specific language for simulations,"We wish to make it easier and quicker to write well-performing scientific simulations that (1) have single-thread performance competitive with low-level languages, (2) use object-oriented programming to properly structure the code, and (3) are very easy to develop. Instead of prototyping in a high-level language and then rewriting in a lower-level language, we created a DSL embedded in Python that is transparently usable, retains some OOP features, compiles to machine code, and executes at speed similar to C. © 2016 ACM.",At-speed - Domain specific languages - Lower level language - Machine codes - Python - Scientific simulations - Single-thread performance,"Mohr, David(1); Stefanovic, Darko(1)",2016.0,Conference,Proceedings of the ACM Symposium on Applied Computing,10.1145/2851613.2851749,"(1) Department of Computer Science, University of New Mexico, United States",Association for Computing Machinery,English,,
Compendex,An empirical analysis of the transition from Python 2 to Python 3,"Python is one of the most popular and widely adopted programming languages in use today. In 2008 the Python developers introduced a new version of the language, Python 3.0, that was not backward compatible with Python 2, initiating a transitional phase for Python software developers. In this paper, we describe a study that investigates the degree to which Python software developers are making the transition from Python 2 to Python 3. We have developed a Python compliance analyser, PyComply, and have analysed a previously studied corpus of Python applications called Qualitas. We use PyComply to measure and quantify the degree to which Python 3 features are being used, as well as the rate and context of their adoption in the Qualitas corpus. Our results indicate that Python software developers are not exploiting the new features and advantages of Python 3, but rather are choosing to retain backward compatibility with Python 2. Moreover, Python developers are confining themselves to a language subset, governed by the diminishing intersection of Python 2, which is not under development, and Python 3, which is under development with new features being introduced as the language continues to evolve. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",Backward compatibility - Backward compatible - Compliance - Empirical analysis - Python programming - Software developer - Transitional phase,"Malloy, Brian A.(1); Power, James F.(2)",2019.0,Journal,Empirical Software Engineering,10.1007/s10664-018-9637-2,"(1) Computer Science Department, Clemson University, Clemson; SC, United States; (2) Computer Science Department, Maynooth University, Co. Kildare, Ireland",Springer New York LLC,English,13823256,
Compendex,Lindu Software: An Open Source Seismological Data Processing Using Python Framework to Relocate Hypocenter (Preliminary Software),"Recorded seismogram of an earthquake data contains the earth structure information. Researchers developed the method to extract the information and derives it into the program codes. However, generally, the program codes developed only for specific function and work on only specific scale. Almost the existing programs have a limitation, for example, they work on command-line based and less user-friendly. Lindu software is developed to solve these problems. In this paper, we show the preliminary results of Lindu software, a GUI - based software which is open source and developed in python platform. This software integrates the common procedure of routine data processing in earthquake seismology and works in local and regional scale. It is designed to read multi-component data on multi-station. To identify events automatically, we employ SL Kurt's method and use the results as guided auto-picking. However, the picked time also can be changed manually. Furthermore, we employ Joint Hypocenter Determination (JHD) algorithm to locate the hypocenter of earthquake events and update the 1D velocity model simultaneously. Then the events can be relocated by employing the double-difference method. The software was tested on the available data from IRIS and BMKG and shows the acceptable and reliable results. © 2019 IOP Publishing Ltd. All rights reserved.",Double differences - Earth structures - Earthquake data - Earthquake events - Multi-stations - Multicomponents - Reliable results - Seismological data,"Pradnya Andika, Putu(1); Styawan, Yudha(1); Suhendi, Cahli(1); Firdaus, Ruhul(1)",2019.0,Conference,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/318/1/012021,"(1) Geophysical Engineering, Department of Industrial Engineering, Institut Teknologi Sumatera, Lampung, Indonesia",Institute of Physics Publishing,English,17551307,
Compendex,NURBS-Python: An open-source object-oriented NURBS modeling framework in Python,"We introduce NURBS-Python, an object-oriented, open-source, Pure Python NURBS evaluation library with no external dependencies. The library is capable of evaluating single or multiple NURBS curves and surfaces, provides a customizable visualization interface, and enables importing and exporting data using popular CAD file formats. The library and the implemented algorithms are designed to be portable and extensible via their abstract base interfaces. The design principles used in NURBS-Python allows users to access, use, and extend the library without any tedious software compilation steps or licensing concerns. © 2019 The Authors",Curve and surface - Design Principles - Model framework - Non-uniform rational B-splines - Nurbs curves and surfaces - Object oriented - Python - Software compilation,"Bingol, Onur Rauf(1); Krishnamurthy, Adarsh(1)",2019.0,Journal,SoftwareX,10.1016/j.softx.2018.12.005,"(1) Department of Mechanical Engineering, Iowa State University, United States",Elsevier B.V.,English,,
Compendex,"Share, but be Aware: Security Smells in Python Gists","Github Gist is a service provided by Github which is used by developers to share code snippets. While sharing, developers may inadvertently introduce security smells in code snippets as well, such as hard-coded passwords. Security smells are recurrent coding patterns that are indicative of security weaknesses, which could potentially lead to security breaches. The goal of this paper is to help software practitioners avoid insecure coding practices through an empirical study of security smells in publicly-available GitHub Gists. Through static analysis, we found 13 types of security smells with 4,403 occurrences in 5,822 publicly-available Python Gists. 1,817 of those Gists, which is around 31%, have at least one security smell including 689 instances of hard-coded secrets. We also found no significance relation between the presence of these security smells and the reputation of the Gist author. Based on our findings, we advocate for increased awareness and rigorous code review efforts related to software security for Github Gists so that propagation of insecure coding practices are mitigated. © 2019 IEEE.",Gist - GitHub - Python - Security - Security Smell - Software security,"Rahman, Md Rayhanur(1); Rahman, Akond(2); Williams, Laurie(1)",2019.0,Conference,"Proceedings - 2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019",10.1109/ICSME.2019.00087,"(1) North Carolina State University, United States; (2) Tennessee Tech. University, United States",Institute of Electrical and Electronics Engineers Inc.,English,,
Compendex,Measuring polymorphism in python programs,"Following the increased popularity of dynamic languages and their increased use in critical software, there have been many proposals to retrofit static type system to these languages to improve possibilities to catch bugs and improve performance. A key question for any type system is whether the types should be structural, for more expressiveness, or nominal, to carry more meaning for the programmer. For retrofitted type systems, it seems the current trend is using structural types. This paper attempts to answer the question to what extent this extra expressiveness is needed, and how the possible polymorphism in dynamic code is used in practise. We study polymorphism in 36 real-world open source Python programs and approximate to what extent nominal and structural types could be used to type these programs. The study is based on collecting traces from multiple runs of the programs and analysing the polymorphic degrees of targets at more than 7 million call-sites. Our results show that while polymorphism is used in all programs, the programs are to a great extent monomorphic. The polymorphism found is evenly distributed across libraries and program-specific code and occur both during program start-up and normal execution. Most programs contain a few ""megamorphic"" call-sites where receiver types vary widely. The non-monomorphic parts of the programs can to some extent be typed with nominal or structural types, but none of the approaches can type entire programs. © 2015 ACM.",Critical software - Dynamic languages - Improve performance - Open sources - Python - Static type systems - Structural type - Trace-based analysis,"Åkerblom, Beatrice(1); Wrigstad, Tobias(2)",2015.0,Conference,DLS 2015 - Proceedings of the 11th Symposium on Dynamic Languages,10.1145/2816707.2816717,"(1) Stockholm University, Sweden; (2) Uppsala University, Sweden","Association for Computing Machinery, Inc",English,,
Compendex,Quantifying the Transition from Python 2 to 3: An Empirical Study of Python Applications,"Background: Python is one of the most popular modern programming languages. In 2008 its authors introduced a new version of the language, Python 3.0, that was not backward compatible with Python 2, initiating a transitional phase for Python software developers. Aims: The study described in this paper investigates the degree to which Python software developers are making the transition from Python 2 to Python 3. Method: We have developed a Python compliance analyser, PyComply, and have assembled a large corpus of Python applications. We use PyComply to measure and quantify the degree to which Python 3 features are being used, as well as the rate and context of their adoption. Results: In fact, Python software developers are not exploiting the new features and advantages of Python 3, but rather are choosing to retain backward compatibility with Python 2. Conclusions: Python developers are confining themselves to a language subset, governed by the diminishing intersection of Python 2, which is not under development, and Python 3, which is under development with new features being introduced as the language continues to evolve. © 2017 IEEE.",Backward compatibility - Backward compatible - Empirical studies - Language features - Large corpora - Python - Software developer - Transitional phase,"Malloy, Brian A.(1); Power, James F.(2)",2017.0,Conference,International Symposium on Empirical Software Engineering and Measurement,10.1109/ESEM.2017.45,"(1) Computer Science Department, Clemson University, Clemson; SC, United States; (2) Computer Science Department, Maynooth University, Kildare, Ireland",IEEE Computer Society,English,19493770,
Compendex,Pyleecan: An Open-Source Python Object-Oriented Software for the Multiphysic Design Optimization of Electrical Machines,"This paper presents the first open-source development project for the electromagnetic design optimization of electrical machines and drives named Pyleecan - PYthon Library for Electrical Engineering Computational ANalysis. This paper first details the objectives of Pyleecan open-source development project, and the object-oriented architecture of the software that has been developed and released. Then it reviews and compares the available free and open-source software used during the multiphysic design of electrical machines including electromagnetics, heat transfer and vibro-acoustic analysis. © 2018 IEEE.",Design optimization - Electrical machine - Multi-physics - Open sources - Simulation software,"Bonneel, P.(1); Le Besnerais, J.(1); Pile, R.(1); Devillers, E.(1)",2018.0,Conference,"Proceedings - 2018 23rd International Conference on Electrical Machines, ICEM 2018",10.1109/ICELMACH.2018.8506884,"(1) EOMYS ENGINEERING, 121 rue de Chanzy, Lille-Hellemmes, France",Institute of Electrical and Electronics Engineers Inc.,English,,
Compendex,Pyteomics - A python framework for exploratory data analysis and rapid software prototyping in proteomics,"Pyteomics is a cross-platform, open-source Python library providing a rich set of tools for MS-based proteomics. It provides modules for reading LC-MS/MS data, search engine output, protein sequence databases, theoretical prediction of retention times, electrochemical properties of polypeptides, mass and m/z calculations, and sequence parsing. Pyteomics is available under Apache license; release versions are available at the Python Package Index http://pypi.python. org/pyteomics, the source code repository at http://hg.theorchromo.ru/pyteomics, documentation at http://packages.python.org/pyteomics. Pyteomics.biolccc documentation is available at http://packages.python.org/pyteomics.biolccc/. Questions on installation and usage can be addressed to pyteomics mailing list: pyteomics@googlegroups.com [Figure not available: see fulltext.] © 2013 American Society for Mass Spectrometry.",Cross-platform - Exploratory data analysis - Mailing lists - Open sources - Protein sequence database - Proteomics - Retention time - Source code repositories,"Goloborodko, Anton A.(1,2,3); Levitsky, Lev I.(2,3); Ivanov, Mark V.(2,3); Gorshkov, Mikhail V.(2,3)",2013.0,Journal,Journal of the American Society for Mass Spectrometry,10.1007/s13361-012-0516-6,"(1) Department of Physics, Massachusetts Institute of Technology, Boston, MA 02139, United States; (2) Institute for Energy Problems of Chemical Physics, Russian Academy of Sciences, Moscow, 119334, Russia; (3) Moscow Institute of Physics and Technology (State University), Dolgoprudny Moscow region 141700, Russia",Springer New York LLC,English,10440305,
Compendex,MPI and PETSC for python,"This work reports our attempts to facilitate the access to high-performance parallel computing resources within a Python programming environment. The outcome of this effort are two open source and public domain packages, MPI for Python (known in short as mpi4py) and PETSc for Python (known in short as petsc4py). MPI for Python [1, 2, 3], is an open-source software project that provides bindings of the Message Passing Interface (MPI) standard for the Python programming language and targets the development of parallel application codes in Python. Its facilities allow parallel Python programs to easily exploit multiple processors. MPI for Python employs any back-end MPI implementation, thus being immediately available on any parallel environment providing access to any MPI library. PETSc for Python [4] is an open-source software project that provides access to the Portable, Extensible Toolkit for Scientific Computation (PETSc) libraries within the Python programming language. Its facilities allow sequential and parallel Python applications to exploit state of the art algorithms and data structures readily available in PETSc. © 2010 Nova Science Publishers, Inc. All rights reserved.",High performance parallel computing - Message passing interface - Open source software projects - Parallel application - Parallel environment - Python programming language - Scientific computation - State-of-the-art algorithms,"Dalcín, Lisandro D.(1); Kler, Pablo A.(1); Storti, Mario A.(1); Paz, Rodrigo R.(1)",2010.0,Book Chapter,Computational Mechanics Research Trends,,"(1) Centro Internacional de Métodos, Computacionales en Ingeniería (CIMEC), CONICET-INTEC-UNL, Parque Tecnológico del Litoral Centro, (3000) Santa Fe, Argentina","Nova Science Publishers, Inc.",English,,
