DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Link,Publisher,Language,ISSN,ISBN
SD,Automated Planning and Optimization of a Draping Processes Within the CATIA Environment Using a Python Software Tool,"This thesis deals with the challenge of the virtual generation and optimization of complex production processes within the Computer Aided Design (CAD) environment CATIA V5. A flexible robot end-effector –(Modular Gripper) is used for automated draping process which serves as an example application. Previous experiments have shown that manually selecting all process parameters that are needed to adapt the grippers geometry is a very time consuming and inaccurate method. For this reason, a tool was developed that is able to determine or optimize the end-effector specific process parameters offline. Since all existing models are available in the CATIA environment, the goal was to perform this optimization process within the same environment. The software tool is based on a hierarchical architecture where all calculations and logic optimization processes are processed in the programming language Python. All commands in the CATIA environment are performed with the help of small, modularized CATScript programs that are able to interact with main Python algorithms. This work is intended to lead to a virtual optimization process that can be universally applied to complex manufacturing processes. Since it is based on a Python framework that is able to interact directly with the CATIA environment, it is flexible enough so that it can be adapted to further processes.",automated preforming; autonomous manufacturing; digital twin; offline programming; optimization; virtual planning,"Körber, M.; Frommel, C.",2019,Journal,Procedia Manufacturing,10.1016/j.promfg.2020.01.113,http://www.sciencedirect.com/science/article/pii/S2351978920301141,,English,2351-9789,
SD,ReConvPy: Modeling Local Field Potentials of Cerebellum Granule Neurons using Repetitive Convolutions in Python,"One of the main goals in today’s computational neuroscience laboratories is the ability to construct ensemble population responses from bottom-up reconstructions that involve computationally-detailed single neuron models. As a modeler’s tool, local field potentials are population responses that abstract information from an ensemble of neurons connecting single neuron response to a circuit function. In this paper, we have developed a new implementation of reproducing the local field potentials (LFP) using the repetitive convolution technique in Python adding on to the tool set library already developed for mathematically modeling cerebellar local field potentials. The LFP tool accurately reproduces the in vitro negative N2a, N2b waves and in vivo T and C waves generated by 200 to 700 cerebellar granule neurons and replicates pharmacological changes and induced plasticity properties.",cerebellum; computational neuroscience; local field potentials; neuronal biophysics; python; repetitive convolution,"Presannan, Anandhu; Diwakar, Shyam",2020,Journal,Procedia Computer Science,10.1016/j.procs.2020.04.043,http://www.sciencedirect.com/science/article/pii/S1877050920310097,,English,1877-0509,
SD,torcpy: Supporting task parallelism in Python,"Task-based parallelism has been established as one of the main forms of code parallelization, where asynchronous tasks are launched and distributed across the processing units of a local machine, a cluster or a supercomputer. The tasks can be either completely decoupled, corresponding to a set of independent jobs, or be part of an iterative algorithm where the task results are processed and drive the next step. Typical use cases include the application of the same function to different data, parametric searches and algorithms used in numerical optimization and Bayesian uncertainty quantification. In this work, we introduce torcpy, a platform-agnostic adaptive load balancing library that orchestrates the asynchronous execution of tasks, expressed as callables with arguments, on both shared and distributed memory platforms. The library is implemented on top of MPI and multithreading and provides lightweight support for nested loops and map functions. Experimental results using representative applications demonstrate the flexibility and efficiency of the proposed Python package.",MPI; Multithreading; Parallelism; Python,"Hadjidoukas, P. E.; Bartezzaghi, A.; Scheidegger, F.; Istrate, R.; Bekas, C.; Malossi, A. C. I.",2020,Journal,SoftwareX,10.1016/j.softx.2020.100517,http://www.sciencedirect.com/science/article/pii/S2352711020300091,,English,2352-7110,
SD,Trajectory optimization of an oscillating industrial two-stage evaporator utilizing a Python-Aspen Plus Dynamics toolchain,"Evaporators are integral parts of many separation processes across production industries, and they need to be well understood in order to be operated well, thereby enabling high resource-efficiency and productivity. In a previous investigation, the effects of disturbing oscillations in a two-stage evaporator system were quantified. In the current study, these oscillations were reduced through trajectory optimization using steam consumption as a temporally discretized decision variable, taking advantage of a dynamic process flowsheet model in Aspen Plus Dynamics (APD) employed as if it were a black-box model. The optimization was performed utilizing a Python-APD toolchain with the SciPy implementation of COBYLA. The optimal trajectory was able to successfully reduce the objective function value (including the product stream mass flow variance and a bang-bang penalty on the trajectory itself) to slightly less than 0.3 % of that of the nominal case, in which a time-invariant steam consumption was employed. This in turn grants opportunities to increase throughput of the process, leading to significant financial gains.",Aspen Plus Dynamics; Derivative-free optimization; Dynamic optimization; Evaporator system; Oscillations; Python,"Yamanee-Nolin, Mikael; Andersson, Niklas; Nilsson, Bernt; Max-Hansen, Mark; Pajalic, Oleg",2020,Journal,Chemical Engineering Research and Design,10.1016/j.cherd.2019.12.015,http://www.sciencedirect.com/science/article/pii/S0263876219305908,,English,0263-8762,
SD,PRMS-Python: A Python framework for programmatic PRMS modeling and access to its data structures,"A persistent problem in numerical hydrologic modeling, is tracking provenance or how particular data came to be. With multiple modules available for individual flux parameterizations and over 100 parameters, the Precipitation-Runoff Modeling System (PRMS) is a perfect example of why it is such a challenge to track the history of input and output of complex models. We present a lightweight, object-oriented Python framework with programmatic tools for management and visualization using PRMS as an example platform. Within this framework, a modeler can write intuitive code for a myriad of basic or advanced applications. The framework also includes methods that, for example, apply systematic or stochastic parameter modifications while simultaneously saving metadata on which parameters were varied and with what improvement in performance. We include a case study that uses built in Monte Carlo parameter resampling for global sensitivity analysis of eight PRMS parameters related to estimation of shortwave solar radiation.",Framework; Parameter sensitivity; PAWN; PRMS; Python,"Volk, John M.; Turner, Matthew A.",2019,Journal,Environmental Modelling & Software,10.1016/j.envsoft.2019.01.006,http://www.sciencedirect.com/science/article/pii/S1364815218308004,,English,1364-8152,
SD,A python framework for multi-agent simulation of networked resource systems,"Modelling managed resource systems can involve the integration of multiple software modules into a single codebase. These modules are often written by non-software specialists, using heterogeneous terminologies and modelling approaches. One approach to model integration is to use a central structure to which each external module connects. This common interface acts as an agreed mode of communication for all contributors. We propose the Python Network Simulation (Pynsim) Framework, an open-source library for building simulation models of networked systems. Pynsim's central structure is a network, but it also supports non-physical entities like organisational hierarchies. We present two case studies using Pynsim which demonstrate how its use can lead to flexible and maintainable simulation models. First is a multi-agent model simulating the hydrologic and human components of Jordan's water system. The second uses a multi-objective evolutionary algorithm to identify the best locations for new run-of-river power plants in Switzerland.",Modelling framework; Open source; Python; Simulation,"Knox, Stephen; Meier, Philipp; Yoon, Jim; Harou, Julien J.",2018,Journal,Environmental Modelling & Software,10.1016/j.envsoft.2018.01.019,http://www.sciencedirect.com/science/article/pii/S1364815217312136,,English,1364-8152,
SD,GSimPy: A Python package for measuring group similarity,"In this paper, we present an open source Python package—GSimPy, which can measure similarity between items and groups that satisfy GIE model. GIE model is a Group–Item–Element model commonly used in many fields such as biology. GSimPy can help manage scientists’ customized data and provide a random model as a reference to evaluate similarity results. Visualization tools are also supported to make analysis results more interpretable.",Group similarity; Group–Item–Element Model; Python package,"Zhang, Yifei; Cao, Jia",2020,Journal,SoftwareX,10.1016/j.softx.2020.100526,http://www.sciencedirect.com/science/article/pii/S2352711019303590,,English,2352-7110,
SD,PyLops—A linear-operator Python library for scalable algebra and optimization,"Linear operators and optimization are at the core of many algorithms used in signal and image processing, remote sensing, and inverse problems. For small to medium-scale problems, existing software packages (e.g., MATLAB, Python NumPy and SciPy) allow to explicitly build dense or sparse matrices and perform algebraic operations with syntax that closely represents their equivalent mathematical notation. However, many real-application, large-scale operators do not lend themselves to explicit matrix representations, usually forcing practitioners to forego the convenient linear-algebra syntax available for their explicit-matrix counterparts. PyLops is an open-source Python library providing a flexible framework for the creation and combination of so-called linear operators, class-based entities that represent matrices and inherit their associated syntax convenience, but do not rely on the creation of explicit matrices. We show that PyLops operators can dramatically reduce the memory load and CPU computations compared to explicit-matrix calculations, while still allowing users to seamlessly use their existing knowledge of compact matrix-based syntax that scales to any problem size because no explicit matrices are required.",Inverse problems; Linear algebra; Linear operator; Optimization; Python,"Ravasi, Matteo; Vasconcelos, Ivan",2020,Journal,SoftwareX,10.1016/j.softx.2019.100361,http://www.sciencedirect.com/science/article/pii/S2352711019301086,,English,2352-7110,
SD,TreeSwift: A massively scalable Python tree package,"Phylogenetic trees are essential to evolutionary biology, and numerous methods exist that attempt to extract phylogenetic information applicable to a wide range of disciplines, such as epidemiology and metagenomics. Currently, the three main Python packages for trees are Bio.Phylo, DendroPy, and the ETE Toolkit, but as dataset sizes grow, parsing and manipulating ultra-large trees becomes impractical for these tools. To address this issue, we present TreeSwift, a user-friendly and massively scalable Python package for traversing and manipulating trees that is ideal for algorithms performed on ultra-large trees.",Phylogenetics; Python; Scalable; Tree traversal,"Moshiri, N.",2020,Journal,SoftwareX,10.1016/j.softx.2020.100436,http://www.sciencedirect.com/science/article/pii/S2352711019300767,,English,2352-7110,
SD,Determination of an inflection point for a dosimetric analysis of unflattened beam using the first principle of derivatives by python code programming,"Background Practice of Unflattened or Flattening filter free (FFF) beam has become the high dose standard in radiotherapy (RT), such as stereotactic radio-surgery (SRS) and stereotactic radiotherapy (SRT). The removal of a flattening filter (FF) from the path of a photon beam alters the characteristics of FFF beam. Since the conventional route for dosimetric analysis of FF beam cannot be applied to FFF beam, the procedure of analyzing beam characteristics for FFF beam based on inflection points (IPs) is used. IP is a point where the concavity change observed corresponds to its change in sign (±) of the second derivative. Aim The objective of the study is to determine IPs for dosimetric analysis of the FFF beam profile. Methods and materials In this study, IPs are determined through the python code programming based on the mathematical first principle of the derivative. They are compared with IPs estimated by the conventional graphical manual method using Microsoft Excel (MS). IPs and their dependent dosimetric parameters determined by both mathematical and graphical manual methods are compared. Result Percentage differences between the IPs determined by both methods, for 6MVFFF inline and crossline beam profile are found to be 2.7% and 0.8% respectively. Similarly, the average penumbra differences for 6MVFFF inline and crossline beam profile are found to be 0.15mm and 0.9mm, respectively. However, differences in the field width between both methods are found insignificant. Conclusion Graphical manual method is very time-consuming, tedious and user dependent. However, the mathematical method through python code programming is more precise, faster and independent of individual users.",Flattening filter free beam; Inflection point; Python programming; Radiation dosimetry,"Shende, Ravindra; Gupta, Gourav; Macherla, Subash",2019,Journal,Reports of Practical Oncology & Radiotherapy,10.1016/j.rpor.2019.07.009,http://www.sciencedirect.com/science/article/pii/S1507136719300598,,English,1507-1367,
SD,Fear-based aggression and its relationship to corticosterone responsiveness in three species of python,"It has long been known that even closely related species can vary in their antipredator behavior, and in the last two decades there has been mounting interest in how these differences might relate to the hormonal stress response. We tested the relationship between fear-based aggression, a form of antipredator behavior, and plasma corticosterone levels in three species of python [Children’s Python (Antaresia childreni), Ball Python (Python regius), Bismarck Ring Python (Bothrochilus boa)]. We recorded the amount of striking in response to perturbation before and after a controlled, stressful confinement. We also measured plasma corticosterone levels prior to confinement, after confinement, and after confinement plus an adrenocorticotropin hormone (ACTH) injection, the later to induce a maximal corticosterone response. We performed among species analyses using two mixed models, and we determined between individual variance within each species to estimate repeatability. Bismarck Ring Pythons struck more than either Ball Pythons or Children’s Pythons, and Ball Pythons had a suppressed corticosterone response compared to Children’s and Bismarck Ring Pythons. Thus, mean species fear-based aggression correlated with species level differences in corticosterone profile. We also found evidence suggesting behaviors are repeatable within individuals. Our results point to a need for further exploration of aggression, anti-predator behavior, and corticosterone profile.",Animal temperament; Defensive behavior; Glucocorticoid; Reptile; Snake; Stress coping styles,"Brashears, J. Alex; Fokidis, H. Bobby; DeNardo, Dale F.",2020,Journal,General and Comparative Endocrinology,10.1016/j.ygcen.2019.113374,http://www.sciencedirect.com/science/article/pii/S0016648019302850,,English,0016-6480,
SD,A Python-based stochastic library for assessing geothermal power potential using the volumetric method in a liquid-dominated reservoir,"We present a Python-based stochastic library for assessing geothermal power potential using the volumetric method in a liquid-dominated reservoir. The specific aims of this study are to use the volumetric method, “heat in place,” to estimate electrical energy production ability from a geothermal liquid-dominated reservoir, and to build a Python-based stochastic library with useful methods for running such simulations. Although licensed software is available, we selected the open-source programming language Python for this task. The Geothermal Power Potential Evaluation stochastic library (GPPeval) is structured as three essential objects including a geothermal power plant module, a Monte Carlo simulation module, and a tools module. In this study, we use hot spring data from the municipality of Nombre de Jesus, El Salvador, to demonstrate how the GPPeval can be used to assess geothermal power potential. Frequency distribution results from the stochastic simulation shows that this area could initially support a 9.16-MWe power plant for 25 years, with a possible expansion to 17.1 MWe. Further investigations into the geothermal power potential will be conducted to validate the new data.",El Salvador; Geothermal power potential; Monte Carlo; Open-source; Python; Volumetric method,"Pocasangre, Carlos; Fujimitsu, Yasuhiro",2018,Journal,Geothermics,10.1016/j.geothermics.2018.07.009,http://www.sciencedirect.com/science/article/pii/S0375650518301135,,English,0375-6505,
SD,A Python framework for programming autonomous robots using a declarative approach,"This paper describes PROFETA (standing for Python RObotic Framework for dEsigning sTrAtegies), a framework for the programming of autonomous robots based on the Belief-Desire-Intention (BDI) software model. PROFETA is inspired by AgentSpeak(L), a formal language for the creation of BDI software agents. The framework is implemented in Python, and utilizes the metaprogramming capabilities offered by this language to implement the operational semantics of AgentSpeak(L). PROFETA provides a flexible environment offering both traditional object-oriented imperative constructs and declarative constructs, enabling the definition of a robot's high-level behavior in a simple, natural way. The contributions of this paper, in the area of software design and development, are: (i) a methodology, equipped with suitable technical solutions, to extend the Python programming language with AgentSpeak(L) declarative constructs; and (ii) a unified environment enabling software components for robots to be developed using a single language (Python) within a single runtime environment (the Python virtual machine). A comparison between PROFETA and other similar frameworks is provided, illustrating common aspects and key differences.",AgentSpeak(L); BDI model; Operator overloading; Python; Robot programming,"Fichera, Loris; Messina, Fabrizio; Pappalardo, Giuseppe; Santoro, Corrado",2017,Journal,Science of Computer Programming,10.1016/j.scico.2017.01.003,http://www.sciencedirect.com/science/article/pii/S0167642317300242,,English,0167-6423,
SD,JeLLyFysh-Version1.0 — a Python application for all-atom event-chain Monte Carlo,"We present JeLLyFysh-Version1.0, an open-source Python application for event-chain Monte Carlo (ECMC), an event-driven irreversible Markov-chain Monte Carlo algorithm for classical N-body simulations in statistical mechanics, biophysics and electrochemistry. The application’s architecture mirrors the mathematical formulation of ECMC. Local potentials, long-range Coulomb interactions and multi-body bending potentials are covered, as well as bounding potentials and cell systems including the cell-veto algorithm. Configuration files illustrate a number of specific implementations for interacting atoms, dipoles, and water molecules. Program summary Program title: JeLLyFysh-Version1.0 Program files doi: http://dx.doi.org/10.17632/srrjt9493d.1 Licensing provisions: GNU GPLv3 Programming language: Python 3 Nature of problem: Event-chain Monte Carlo (ECMC) simulations for classical N-body simulations in statistical mechanics, biophysics and electrochemistry. Solution method: Event-driven irreversible Markov-chain Monte Carlo algorithm. Additional comments: The application is complete with sample configuration files, docstrings, and unittests. The manuscript is accompanied by a frozen copy of JeLLyFysh-Version1.0 that is made publicly available on GitHub (repository https://github.com/jellyfysh/JeLLyFysh, commit hash d453d497256e7270e8babc8e04d20fb6d847dee4).",Event-chain algorithm; Irreversible Markov chain; Long-range potentials; Monte Carlo algorithm; N-body simulation; Python application,"Höllmer, Philipp; Qin, Liang; Faulkner, Michael F.; Maggs, A. C.; Krauth, Werner",2020,Journal,Computer Physics Communications,10.1016/j.cpc.2020.107168,http://www.sciencedirect.com/science/article/pii/S0010465520300254,,English,0010-4655,
SD,A Python framework for microphone array data processing,"Acoular is an open source object-oriented Python package for microphone array data processing. It supports various methods for sound source characterization and mapping. The background of these methods, which rely on synchronously captured microphone signals, is shortly introduced, and the requirements for a software that implements these methods are discussed. The object-oriented design based on Python allows for easy-to-use scripting and graphical user interfaces, the practical combination with other data handling and scientific computing libraries, and the possibility to extend the software by implementing new processing methods with minimal effort. Built-in result caching and fast C++ based parallelized implementation of core routines is explained. Together with data handling procedures that can accommodate the huge amounts of measured data needed, this makes the application of Acoular to industrial-scale problems possible. Basic examples of Acoular use and extension are given.",Beamforming; Microphone array; Python; Software,"Sarradj, Ennes; Herold, Gert",2017,Journal,Applied Acoustics,10.1016/j.apacoust.2016.09.015,http://www.sciencedirect.com/science/article/pii/S0003682X16302808,,English,0003-682X,
SD,A Python Multiscale Thermochemistry Toolbox (pMuTT) for thermochemical and kinetic parameter estimation,"Estimating the thermochemical properties of systems is important in many fields such as material science and catalysis. The Python multiscale thermochemistry toolbox (pMuTT) is a Python software library developed to streamline the conversion of ab-initio data to thermochemical properties using statistical mechanics, to perform thermodynamic analysis, and to create input files for kinetic modeling software. Its open-source implementation in Python leverages existing scientific codes, encourages users to write scripts for their needs, and allows the code to be expanded easily. The core classes developed include a statistical mechanical model in which energy modes can be included or excluded to suit the application, empirical models for rapid thermodynamic property estimation, and a reaction model to calculate kinetic parameters or changes in thermodynamic properties. In addition, pMuTT supports other features, such as Brønsted–Evans–Polanyi (BEP) relationships, coverage effects, and ab-initio phase diagrams. Program summary Program title: pMuTT Program files doi: http://dx.doi.org/10.17632/b7f7d28ynd.1 Licensing provisions: MIT license (MIT) Programming language: Python External routines: ASE, NumPy, Pandas, SciPy, Matplotlib, Pygal, PyMongo, dnspython Nature of problem: Conversion of ab-initio properties to thermochemical properties and rate constants is time consuming and error-prone. Solution method: Python package with a modular approach to statistical thermodynamics and rate constant estimation.",Catalysis; Microkinetics; Rate constant; Statistical mechanics; Thermochemistry,"Lym, Jonathan; Wittreich, Gerhard R.; Vlachos, Dionisios G.",2020,Journal,Computer Physics Communications,10.1016/j.cpc.2019.106864,http://www.sciencedirect.com/science/article/pii/S0010465519302516,,English,0010-4655,
SD,GPAW - massively parallel electronic structure calculations with Python-based software,"Electronic structure calculations are a widely used tool in materials science and large consumer of supercomputing resources. Traditionally, the software packages for these kind of simulations have been implemented in compiled languages, where Fortran in its different versions has been the most popular choice. While dynamic, interpreted languages, such as Python, can increase the effciency of programmer, they cannot compete directly with the raw performance of compiled languages. However, by using an interpreted language together with a compiled language, it is possible to have most of the productivity enhancing features together with a good numerical performance. We have used this approach in implementing an electronic structure simulation software GPAW using the combination of Python and C programming languages. While the chosen approach works well in standard workstations and Unix environments, massively parallel supercomputing systems can present some challenges in porting, debugging and profiling the software. In this paper we describe some details of the implementation and discuss the advantages and challenges of the combined Python/C approach. We show that despite the challenges it is possible to obtain good numerical performance and good parallel scalability with Python based software.",Density-functional theory; MPI; Numpy; Python,"Enkovaara, Jussi; Romero, Nichols A.; Shende, Sameer; Mortensen, Jens J.",2011,Journal,Procedia Computer Science,10.1016/j.procs.2011.04.003,http://www.sciencedirect.com/science/article/pii/S1877050911000615,,English,1877-0509,
SD,pybliometrics: Scriptable bibliometrics using a Python interface to Scopus,"We present a wrapper for the Scopus RESTful API written for Python 3. The wrapper allows users to access the Scopus database via user-friendly interfaces and can be used without prior knowledge of RESTful APIs. The package provides classes to interact with different Scopus APIs to retrieve information as diverse as citation counts, author information or document abstracts. Files are cached to speed up subsequent analysis. The package addresses all users of Scopus data, such as researchers working in Science of Science or evaluators. It facilitates reproducibility of research projects and enhances data integrity for researchers using Scopus data.",Bibliometrics; Python; Scientometrics; Scopus; Software,"Rose, Michael E.; Kitchin, John R.",2019,Journal,SoftwareX,10.1016/j.softx.2019.100263,http://www.sciencedirect.com/science/article/pii/S2352711019300573,,English,2352-7110,
SD,PyProcar: A Python library for electronic structure pre/post-processing,"The PyProcar Python package plots the band structure and the Fermi surface as a function of site and/or s,p,d,f - projected wavefunctions obtained for each k-point in the Brillouin zone and band in an electronic structure calculation. This can be performed on top of any electronic structure code, as long as the band and projection information is written in the PROCAR format, as done by the VASP and ABINIT codes. PyProcar can be easily modified to read other formats as well. This package is particularly suitable for understanding atomic effects into the band structure, Fermi surface, spin texture, etc. PyProcar can be conveniently used in a command line mode, where each one of the parameters define a plot property. In the case of Fermi surfaces, the package is able to plot the surface with colors depending on other properties such as the electron velocity or spin projection. The mesh used to calculate the property does not need to be the same as the one used to obtain the Fermi surface. A file with a specific property evaluated for each k-point in a k−mesh and for each band can be used to project other properties such as electron–phonon mean path, Fermi velocity, electron effective mass, etc. Another existing feature refers to the band unfolding of supercell calculations into predefined unit cells. Program summary Program Title: PyProcar Program Files doi: http://dx.doi.org/10.17632/d4rrfy3dy4.1 Licensing provisions: GPLv3 Programming language: Python Nature of problem: To automate, simplify and serialize the analysis of band structure and Fermi surface, especially for high throughput calculations. Solution method: Implementation of a Python library able to handle, combine, parse, extract, plot and even repair data from density functional calculations. PyProcar uses color maps on the band structures or Fermi surfaces to give a simple representation of the relevant characteristics of the electronic structure. Additional comments: Features: PyProcar can produce high-quality figures of band structures and Fermi surfaces (2D and 3D), projection of atomic orbitals, atoms, and/or spin components. Restrictions: Only the VASP package is currently fully supported, the latest version of Abinit is partially supported (it will be fully supported in the Abinit versions 9.x). The PROCAR file format can easily be implemented within any DFT code.",Bandstructure; Condensed matter; DFT; Electronic properties; Fermi-surface; Python; Spin texture,"Herath, Uthpala; Tavadze, Pedram; He, Xu; Bousquet, Eric; Singh, Sobhit; Muñoz, Francisco; Romero, Aldo H.",2020,Journal,Computer Physics Communications,10.1016/j.cpc.2019.107080,http://www.sciencedirect.com/science/article/pii/S0010465519303935,,English,0010-4655,
SD,Magpylib: A free Python package for magnetic field computation,"This paper introduces Magpylib, a light-weight and free Python package used to compute magnetic fields of permanent magnets, currents and moments based on analytical models. The package features a user-friendly interface to create, manipulate, group and visualize such magnetic sources, and to compute the field they generate. We present an overview of structure and functionality of Magpylib, followed by a discussion of possible applications and examples of magnetic system design. Special attention is given to computational performance possibilities in this context.",Analytical solution; Magnetic field; Magnetic system design; Python,"Ortner, Michael; Coliado Bandeira, Lucas Gabriel",2020,Journal,SoftwareX,10.1016/j.softx.2020.100466,http://www.sciencedirect.com/science/article/pii/S2352711020300170,,English,2352-7110,
SD,Effects of feeding and digestion on myocardial contractility and expression of calcium-handling proteins in Burmese pythons (Python molurus),"Pythons are important models of studies on postprandial metabolism because their physiological responses are exacerbated when digesting large prey. Prior studies of these animals have shown hypertrophy of the cardiac tissue 2 to 3 days after feeding, coinciding with the peak of the specific dynamic action (SDA), but the consequences of this remodeling in myocardial contractility have not been studied, which is the purpose of this work. Specimens of Python molurus were divided into two groups: a Digesting group (2 days after feeding, at the peak of SDA), and a Fasting group (28 days after feeding). When compared to the Fasting group, the Digesting group showed higher relative ventricular mass and calcium-handling protein expression such as sarcoplasmic reticulum Ca2+-ATPase (SERCA), phospholamban (PLB), and the Na+/Ca2+ exchanger (NCX). Digesting pythons also exhibited significant increases in the cardiac contraction force (Fc), rates of force development and relaxation, and cardiac pumping capacity. Therefore, the higher SERCA, PLB and NCX expression levels increased cytosolic Ca2+ transient amplitude, improving myofilament force. These changes are crucial to maintain cardiac output and a relatively high and continuous blood flow required by metabolic expenditure that occurs in postprandial animals.",Cardiac function; NCX; PLB; SERCA; Snake; Specific dynamic action,"da Silva Vasconcelos, Eliton; Kalinin, Ana Lúcia; Cipriano, Rafael Correa; dos Santos Beserra, Samuel; Lopes, André Guelli; da Costa Leite, Cléo Alcântara; Monteiro, Diana Amaral",2020,Journal,Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,10.1016/j.cbpb.2019.110371,http://www.sciencedirect.com/science/article/pii/S1096495919303306,,English,1096-4959,
SD,Conditional density estimation tools in python and R with applications to photometric redshifts and likelihood-free cosmological inference,"It is well known in astronomy that propagating non-Gaussian prediction uncertainty in photometric redshift estimates is key to reducing bias in downstream cosmological analyses. Similarly, likelihood-free inference approaches, which are beginning to emerge as a tool for cosmological analysis, require a characterization of the full uncertainty landscape of the parameters of interest given observed data. However, most machine learning (ML) or training-based methods with open-source software target point prediction or classification, and hence fall short in quantifying uncertainty in complex regression and parameter inference settings such as the applications mentioned above. As an alternative to methods that focus on predicting the response (or parameters) y from features x, we provide nonparametric conditional density estimation (CDE) tools for approximating and validating the entire probability density function (PDF) p(y|x) of y given (i.e., conditional on) x. This density approach offers a more nuanced accounting of uncertainty in situations with, e.g., nonstandard error distributions and multimodal or heteroskedastic response variables that are often present in astronomical data sets. As there is no one-size-fits-all CDE method, and the ultimate choice of model depends on the application and the training sample size, the goal of this work is to provide a comprehensive range of statistical tools and open-source software for nonparametric CDE and method assessment which can accommodate different types of settings – involving, e.g., mixed-type input from multiple sources, functional data, and images – and which in addition can easily be fit to the problem at hand. Specifically, we introduce four CDE software packages in Python and R based on ML prediction methods adapted and optimized for CDE: NNKCDE, RFCDE, FlexCode, and DeepCDE. Furthermore, we present the cdetools package with evaluation metrics. This package includes functions for computing a CDE loss function for tuning and assessing the quality of individual PDFs, together with diagnostic functions that probe the population-level performance of the PDFs. We provide sample code in Python and R as well as examples of applications to photometric redshift estimation and likelihood-free cosmological inference via CDE.",Cosmology: Cosmological parameters; Galaxies: Distances and redshifts; Methods: Data analysis; Nonparametric statistics; Statistical computing; Statistical software,"Dalmasso, N.; Pospisil, T.; Lee, A. B.; Izbicki, R.; Freeman, P. E.; Malz, A. I.",2020,Journal,Astronomy and Computing,10.1016/j.ascom.2019.100362,http://www.sciencedirect.com/science/article/pii/S2213133719301313,,English,2213-1337,
SD,"Sun-basking, a necessity not a leisure: Anthropogenic driven disturbance, changing the basking pattern of the vulnerable Indian rock python in Keoladeo National Park, India","‘Basking’ is the most conspicuous thermoregulatory behavior in many animals that enable them to enhance physiological performance. Several terrestrial poikilothermic ectotherms have adapted to thermoregulate through basking and seek refuge in subterranean burrows in extreme climatic conditions. Particularly in reptiles, selecting appropriate activity times and postural adjustments are critical thermoregulatory mechanisms and have been recognized as a significant element in the process of behavioral thermoregulation. The present study aims to understand the behavioral adaptation, burrow use regime, and basking pattern of the Indian rock python Python molurus in Keoladeo National Park which witnesses annual weather extremes. Further, the study also investigates the effect of anthropogenic disturbance on the behavioral repertoires of the species, including the changes occurring in the pattern of emergence and retreat into the burrow and basking periods of pythons. The estimated minimum population size of python in KNP was 80 ± 10SD individuals. During the active months of November to April, a general pattern of python activity was observed wherein pythons emerged at 09h00 to 10h00, with a peak in mean basking time of 49.3 ± 18.4SD min per day during 12h00 to 13h00 following retreat at 17h00 to 18h00. Also, the emergence timings positively correlated with the sunrise timing and increasing temperature. Whereas, the retreat timings positively correlated with the sunset timing in disturbed burrows with continuous tourist visits, a significant change in the emergence, retreat and basking duration was observed. The time spent for basking significantly varied between disturbed, semi-disturbed and undisturbed burrows across different time-slots. The basking time across all the time intervals of the day around the undisturbed burrows was twofold of the time spent around disturbed burrows. The present study thus highlights the change in basking regime of Indian rock python in disturbed and undisturbed habitats in KNP, during the tourist's season of October to April each year.",Burrow activity; Camera trap; Disturbance; Ecotourism; Thermoregulation,"Mukherjee, Aditi; Kumara, Honnavalli Nagaraj; Bhupathy, Subramanian",2018,Journal,Global Ecology and Conservation,10.1016/j.gecco.2017.e00368,http://www.sciencedirect.com/science/article/pii/S2351989417301889,,English,2351-9894,
SD,Python framework for hp-adaptive discontinuous Galerkin methods for two-phase flow in porous media,In this paper we present a framework for solving two-phase flow problems in porous media. The discretization is based on a Discontinuous Galerkin method and includes local grid adaptivity and local choice of polynomial degree. The method is implemented using the new Python frontend Dune-FemPy to the open source framework Dune. The code used for the simulations is made available as Jupyter notebook and can be used through a Docker container. We present a number of time stepping approaches ranging from a classical IMPES method to a fully coupled implicit scheme. The implementation of the discretization is very flexible allowing to test different formulations of the two-phase flow model and adaptation strategies.,Discontinuous Galerkin; Dune; hp-adaptivity; IMPES; Porous media two-phase flow; Python,"Dedner, Andreas; Kane, Birane; Klöfkorn, Robert; Nolte, Martin",2019,Journal,Applied Mathematical Modelling,10.1016/j.apm.2018.10.013,http://www.sciencedirect.com/science/article/pii/S0307904X18305043,,English,0307-904X,
