DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Affiliations,Publisher,Language,ISSN,ISBN
Inspec,A python based testbed for real-time testing and visualization using TI's 77 GHz automotive radars,"In the paper, we introduce a Python based software library and a testbed based for TI's 77 GHz automotive radars using the FPGA based hi-speed ethernet link. The main design objective is to be able to test high level algorithms in real-time, show live results with minimal effort, avoid using low speed serial ports, and build the whole system on FPGA based hi-speed communication. All of these are possible using TI's C/C++ toolchain, but may require much more effort, especially for testing high DSP level algorithms. This is true even if all advanced MATLAB and Python DSP libraries are made available in TI's framework. To be able to test different high level algorithms with less effort, TI is providing a closed source Windows application to record raw ADC data for offline analysis in MATLAB. This setup requires a companion Lattice FPGA board, DCA1000, which sends raw ADC data from all receive antennas as UDP packets. However, this setup is useful only for offline analysis. That's why we have implemented a Python based software library and a testbed for real-time testing and visualization using this raw ADC data. Implemented library does all UDP processing, parsing, and returns numpy arrays representing raw ADC data for each receive antenna. A couple of code samples, including a real-time direction of arrival estimation program, are presented to demonstrate the simplicity and usefulness of the developed system.",TI 77 GHz automotive radars - real-time direction - implemented library - companion Lattice FPGA board - offline analysis - raw ADC data - different high level algorithms - TI's framework - Python DSP libraries - high DSP level algorithms - hi-speed communication - low speed serial ports - minimal effort - main design objective - hi-speed ethernet link - Python based software library - real-time testing - frequency 77.0 GHz,"Toker, O.(1); Kuhn, B.(1)",2019.0,Conference,2019 IEEE Vehicular Networking Conference (VNC),10.1109/VNC48660.2019.9062830,"(1) Dept. of Electr. & Comput. Eng., Florida Polytech. Univ., Lakeland, FL, United States",IEEE,English,,
Inspec,Hyperopt: a Python library for model selection and hyperparameter optimization,"Sequential model-based optimization (also known as Bayesian optimization) is one of the most efficient methods (per function evaluation) of function minimization. This efficiency makes it appropriate for optimizing the hyperparameters of machine learning algorithms that are slow to train. The Hyperopt library provides algorithms and parallelization infrastructure for performing hyperparameter optimization (model selection) in Python. This paper presents an introductory tutorial on the usage of the Hyperopt library, including the description of search spaces, minimization (in serial and parallel), and the analysis of the results collected in the course of minimization. This paper also gives an overview of Hyperopt-Sklearn, a software project that provides automatic algorithm configuration of the Scikit-learn machine learning library. Following Auto-Weka, we take the view that the choice of classifier and even the choice of preprocessing module can be taken together to represent a single large hyperparameter optimization problem. We use Hyperopt to define a search space that encompasses many standard components (e.g. SVM, RF, KNN, PCA, TFIDF) and common patterns of composing them together. We demonstrate, using search algorithms in Hyperopt and standard benchmarking data sets (MNIST, 20-newsgroups, convex shapes), that searching this space is practical and effective. In particular, we improve on best-known scores for the model space for both MNIST and convex shapes. The paper closes with some discussion of ongoing and future work.",Hyperopt library - Python library - model selection - single large hyperparameter optimization problem - sequential model-based optimization - Bayesian optimization - function minimization - machine learning algorithms - parallelization infrastructure - search spaces - Hyperopt-Sklearn - software project - automatic algorithm configuration - Scikit-learn machine learning library - Auto-Weka - standard benchmarking data set - MNIST - convex shapes,"Bergstra, J.(1); Komer, B.(1); Eliasmith, C.(1); Yamins, D.(2); Cox, D.D.(3)",2015.0,Journal,Computational Science and Discovery,10.1088/1749-4699/8/1/014008,"(1) Univ. of Waterloo, Waterloo, ON, Canada; (2) Massachusetts Inst. of Technol., Cambridge, MA, United States; (3) Harvard Univ., Cambridge, MA, United States",IOP Publishing,English,1749-4680,
Inspec,hankel: a Python library for performing simple and accurate Hankel transformations [arXiv],"This paper presents hankel, a pure-python code for solving Hankel-type integrals and transforms. Such transforms are common in the physical sciences, especially appearing as the radial solution to angularly symmetric Fourier Transforms in arbitrary dimensions. The code harnesses the advantages of solving such transforms via the one-dimensional Hankel transform -- an increase in conceptual simplicity and efficiency -- and implements them in the user-friendly and flexible Python language. We discuss several limitations of the adopted method, and point to the code's extensive documentation for further examples. [Journal of Open Source Software, 4(37), 1397 (2019) doi:10.21105/joss.01397].",Python library - simple Hankel transformations - accurate Hankel transformations - pure-python code - Hankel-type integrals - physical sciences - radial solution - angularly symmetric Fourier Transforms - one-dimensional Hankel - flexible Python language,"Murray, S.G.(1); Poulin, F.J.(2)",2019.0,arXiv,arXiv,,"(1) Int. Centre for Radio Astron. Res., Curtin Univ., Bentley, WA, Australia; (2) Dept. of Appl. Math., Univ. of Waterloo, Waterloo, ON, Canada",arXiv,English,,
Inspec,A Python based power electronics E-learning tool,"Simulation became an integral part of power electronics and electrical drives learning process. This paper presents a collection of software programs that can be useful in the teaching process of power electronics and electrical drives. This tool is developed with Python language and libraries, which can be freely distributed. Without going through complicated mathematics and software manuals, students can obtain steady state waveforms from power electronics circuits, their mean and RMS values, as well as spectra. Electrical machine principles are also shown, using animation tools.",Python based power electronics E-learning tool - electrical drives learning process - software programs - Python language - electrical machine principles - electrical engineering education,"Goldemberg, C.(1); Pellini, E.L.(1); Kaiser, W.(1); Komatsu, W.(1)",2009.0,Conference,2009 Brazilian Power Electronics Conference. COBEP 2009,10.1109/COBEP.2009.5347748,"(1) Polytech. Sch., Electr. Energy & Autom. Dept., Univ. of Sao Paulo, Sa˜o Paulo, Brazil",IEEE,English,,
Inspec,Devito: Towards a Generic Finite Difference DSL Using Symbolic Python,"Domain specific languages (DSL) have been used in a variety of fields to express complex scientific problems in a concise manner and provide automated performance optimization for a range of computational architectures. As such DSLs provide a powerful mechanism to speed up scientific Python computation that goes beyond traditional vectorization and pre-compilation approaches, while allowing domain scientists to build applications within the comforts of the Python software ecosystem. In this paper we present Devito, a new finite difference DSL that provides optimized stencil computation from high-level problem specifications based on symbolic Python expressions. We demonstrate Devito's symbolic API and performance advantages over traditional Python acceleration methods before highlighting its use in the scientific context of seismic inversion problems.",seismic inversion problems - symbolic API - high-level problem specifications - optimized stencil computation - finite difference DSL - Python software ecosystem - scientific Python computation - computational architectures - automated performance optimization - domain specific languages - symbolic Python - Devito,"Lange, M.(1); Kukreja, N.(2); Louboutin, M.(3); Luporini, F.(4); Vieira, F.(2); Pandolfo, V.(4); Velesko, P.(5); Kazakas, P.(6); Gorman, G.(1)",2016.0,Conference,2016 6th Workshop on Python for High-Performance and Scientific Computing (PyHPC),10.1109/PyHPC.2016.013,"(1) Dept. of Earth Sci. & Eng., Imperial Coll. London, London, United Kingdom; (2) SENAI, CIMATEC, Salvador, Brazil; (3) Seismic Lab. for Imaging & Modeling, Univ. of British Columbia, Vancouver, BC, Canada; (4) Dept. of Comput. Sci., Imperial Coll. London, London, United Kingdom; (5) Coll. of Electr. & Comput. Eng., Univ. of Oklahoma, Norman, OK, United States; (6) Dept. of Comput. Sci., Univ. of York, York, United Kingdom",IEEE,English,,
Inspec,"cyvcf2: fast, flexible variant analysis with Python","Motivation: Variant call format (VCF) files document the genetic variation observed after DNA sequencing, alignment and variant calling of a sample cohort. Given the complexity of the VCF format as well as the diverse variant annotations and genotype metadata, there is a need for fast, flexible methods enabling intuitive analysis of the variant data within VCF and BCF files. Results: We introduce cyvcf2, a Python library and software package for fast parsing and querying of VCF and BCF files and illustrate its speed, simplicity and utility.",Python - genetic variation - DNA sequencing - VCF format - genotype metadata - intuitive analysis - variant data - BCF files - software package - querying - cyvcf2 package,"Pedersen, B.S.(1); Quinlan, A.R.(1)",2017.0,Journal,Bioinformatics,10.1093/bioinformatics/btx057,"(1) Dept. of Human Genetics, Univ. of Utah, Salt Lake City, UT, United States",Oxford University Press,English,1367-4803,
Inspec,Open source photovoltaic system performance modeling with python,"Several tools exist for modeling the annual energy output of photovoltaic (PV) solar systems. However, open source frameworks are not widely available and tend to be procedural. Moreover, they are oriented toward the modeling of the solar resource instead of the optimization of PV system design. Open source software allows for peer revision, collaboration and rapid development. Furthermore, localized optimizations are possible such as adaptation to local requirements or different weather data formats. In this paper, solpy, an object oriented open source python implementation, is presented. This software is capable of using historic or forecasted weather data to predict system performance as well as validate certain design constraints such as system voltage and conductor sizing. The developed software, solpy, compares favorably against NREL PV Watts and System Advisor Model.",photovoltaic system performance modeling - Python - annual energy output - photovoltaic solar systems - open source software - solpy - object oriented computing,"Charles, N.(1); Kabalan, M.(2); Singh, P.(2)",2015.0,Conference,2015 IEEE Canada International Humanitarian Technology Conference (IHTC2015),10.1109/IHTC.2015.7238046,"(1) Sustainable Eng. Program, Villanova Univ., Villanova, PA, United States; (2) Electr. & Comput. Eng., Villanova Univ., Villanova, PA, United States",IEEE,English,,
Inspec,Extending the design of a blocks-based python environment to support complex types,"We are currently developing PyBlocks, a blocks-based environment which allows novice programmers to construct and execute Python programs. In the initial design of PyBlocks [1], Python's basic data types and lists are represented using colors, every expression block is colored according to its type, and each unfilled slot contains color indicating all valid argument types. In this paper we extend the design to include Python's most common built-in composite types (lists, tuples, dictionaries and sets) and to allow nesting of these where appropriate. Using example types from a pedagogical media computation library, we also show how further types may be supported. Together, these extensions provide almost any type novice Python programmers are likely to use.",type-novice Python programmers - PyBlocks - initial design - Python programs - novice programmers - python environment - composite types - valid argument types - expression block,"Poole, M.(1)",2017.0,Conference,2017 IEEE Blocks and Beyond Workshop (B&B). Proceedings,10.1109/BLOCKS.2017.8120400,"(1) Sch. of Comput., Univ. of Portsmouth, Portsmouth, United Kingdom",IEEE,English,,
Inspec,D2o: A distributed data object for parallel high-performance computing in Python,"We introduce D2o, a Python module for cluster-distributed multi-dimensional numerical arrays. It acts as a layer of abstraction between the algorithm code and the data-distribution logic. The main goal is to achieve usability without losing numerical performance and scalability. D2o's global interface is similar to the one of a numpy.ndarray, whereas the cluster node's local data is directly accessible for use in customized high-performance modules. D2o is written in pure Python which makes it portable and easy to use and modify. Expensive operations are carried out by dedicated external libraries like numpy and mpi4py. The performance of D2o is on a par with numpy for serial applications and scales well when moving to an MPI cluster. D2o is open-source software available under the GNU General Public License v3 (GPL-3) at https://gitlab.mpcdf.mpg.de/ift/D2O.",D2o - distributed data object - parallel high-performance computing - Python module - cluster-distributed multidimensional numerical arrays - abstraction layer - algorithm code - data-distribution logic - numpy.ndarray - cluster node local data - customized high-performance modules - dedicated external libraries - mpi4py - MPI cluster - open-source software - GNU General Public License v3,"Steininger, T.(1); Greiner, M.(1); Beaujean, F.(2); Ensslin, T.(1)",2016.0,Journal,Journal of Big Data,10.1186/s40537-016-0052-5,"(1) Max Planck Inst. fur Astrophys., Garching, Germany; (2) Ludwig-Maximilians-Univ. Munchen, Mu¨nchen, Germany",Springer,English,2196-1115,
Inspec,D2O - a distributed data object for parallel high-performance computing in Python [arXiv],"We introduce D2O, a Python module for cluster-distributed multi-dimensional numerical arrays. It acts as a layer of abstraction between the algorithm code and the data-distribution logic. The main goal is to achieve usability without losing numerical performance and scalability. D2O's global interface is similar to the one of a numpy.ndarray, whereas the cluster node's local data is directly accessible for use in customized high-performance modules. D2O is written in pure Python which makes it portable and easy to use and modify. Expensive operations are carried out by dedicated external libraries like numpy and mpi4py. The performance of D2O is on a par with numpy for serial applications and scales well when moving to an MPI cluster. D2O is open-source software available under the GNU General Public License v3 (GPL-3) at https://gitlab.mpcdf.mpg.de/ift/D2O.",D2O - distributed data object - parallel high-performance computing - Python module - cluster-distributed multidimensional numerical arrays - usability - scalability - numpy - mpi4py - MPI cluster - open-source software - GNU General Public License v3 - GPL-3,"Steininger, T.(1); Greiner, M.(1); Beaujean, F.(2); Enßlin, T.(2)",2016.0,arXiv,arXiv,,"(1) Max Planck Inst. fur Astrophys., Garching, Germany; (2) Ludwig-Maximilians-Univ. Munchen, Munich, Germany",arXiv,English,,
Inspec,scraps: an open-source Python-based analysis package for analyzing and plotting superconducting resonator data,"We present “scraps” (SuperConducting Analysis and Plotting Software), a Python package designed to aid in the analysis and visualization of large amounts of superconducting resonator data, specifically complex transmission as a function of frequency, acquired at many different temperatures and driving powers. The package includes a least squares fitting engine as well as a Monte Carlo Markov Chain sampler for sampling the posterior distribution given priors, marginalizing over nuisance parameters, and estimating covariances. A set of plotting tools for generating publication-quality figures is also provided in the package. We discuss the functionality of the software and provide some examples of its utility on data collected from a niobium-nitride coplanar waveguide resonator fabricated at Argonne National Laboratory.",scraps - open-source Python-based analysis package - superconducting resonator data plotting - superconducting resonator data analysis - superconducting analysis and plotting software - superconducting resonator data visualization - frequency function - least squares fitting engine - Monte Carlo Markov Chain sampler - posterior distribution sampling - nuisance parameters - covariance estimation - plotting tools - publication-quality figure generation - software functionality - niobium-nitride coplanar waveguide resonator,"Carter, F.W.(1); Khaire, T.S.(1); Novosad, V.(1); Chang, C.L.(1)",2017.0,Journal,IEEE Transactions on Applied Superconductivity,10.1109/TASC.2016.2625767,"(1) Argonne Nat. Lab., Argonne, IL, United States",IEEE,English,1051-8223,
Inspec,Using B SP and Python to simplify parallel programming,"Scientific computing is usually associated with compiled languages for maximum efficiency. However, in a typical application program, only a small part of the code is time-critical and requires the efficiency of a compiled language. It is often advantageous to use interpreted high-level languages for the remaining tasks, adopting a mixed-language approach. This will be demonstrated for Python, an interpreted object-oriented high-level language that is well suited for scientific computing. Particular attention is paid to high-level parallel programming using Python and the BSP model. We explain the basics of BSP and how it differs from other parallel programming tools like MPI. Thereafter we present an application of Python and BSP for solving a partial differential equation from computational science, utilizing high-level design of libraries and mixed-language (Python-C or Python-Fortran) programming. [All rights reserved Elsevier].",scientific computing - Python - interpreted object-oriented high-level language - BSP model - MPI - partial differential equation - software library - Python-C - Python-Fortran programming - Message Passing Interface,"Hinsen, K.(1); Langtangen, H.P.; Skavhaug, O.; degard, A.",2006.0,Journal,Future Generation Computer Systems,10.1016/j.future.2003.09.003,"(1) Centre de Biophys. Moleculaire, UPR CNRS, Orleans, France",Elsevier,English,0167-739X,
Inspec,"PyFITS, a FITS module for Python","PyFITS is a module for reading, writing, and manipulating FITS files using the interactive, object-oriented language, Python. The module is composed of two files: a generic low-level C library for manipulating multidimensional arrays of C-type structures and a high-level Python module. FITS files can be manipulated at several different levels, beginning with the header-data unit at the highest level to rows and columns of binary tables at the lowest level. In addition, header-data units and columns of binary tables are accessible by index or name. PyFITS also interfaces to NumPy, the Python numerical array module.",object-oriented language - Python language - FITS module,"Barrett, P.E.(1); Bridgman, W.T.(1)",1999.0,Conference,Astronomical Society of the Pacific Conference Series,,"(1) NASA Goddard Space Flight Center, Greenbelt, MD, United States",Astron. Soc. Pacific,English,1050-3390,
Inspec,Stably extracting text contents from email messages with Python,"Extracting text contents from email messages is a fundamental task in email processing, such as spam mail identifying and email filtering. Although Python is a rapid application development language, there is not a library in Python which can efficiently and stably accomplish this task when facing versatile email formats in a real application. This paper proposes an approach to fulfill the task with three software layers. How to automatically evaluate it in a busy server environment has also been documented. It has been deployed in our email processing platform to extract text content of email messages on 24 hours per day and 7 days per week base. Its stable and effective performance improves our email filtering service to our customers. The principles in the approach can also be adopted to stabilize the performance of other software.",text content extraction - email message - Python-rapid application development language - email processing - HTML file - software architecture,"Sun, S.(1)",2009.0,Conference,2009 Second International Conference on the Applications of Digital Information and Web Technologies (ICADIWT),10.1109/ICADIWT.2009.5273961,"(1) Firstwave Technol., VIC, Australia",IEEE,English,,
Inspec,Measuring polymorphism in Python programs,"Following the increased popularity of dynamic languages and their increased use in critical software, there have been many proposals to retrofit static type system to these languages to improve possibilities to catch bugs and improve performance. A key question for any type system is whether the types should be structural, for more expressiveness, or nominal, to carry more meaning for the programmer. For retrofitted type systems, it seems the current trend is using structural types. This paper attempts to answer the question to what extent this extra expressiveness is needed, and how the possible polymorphism in dynamic code is used in practise. We study polymorphism in 36 real-world open source Python programs and approximate to what extent nominal and structural types could be used to type these programs. The study is based on collecting traces from multiple runs of the programs and analysing the polymorphic degrees of targets at more than 7 million call-sites. Our results show that while polymorphism is used in all programs, the programs are to a great extent monomorphic. The polymorphism found is evenly distributed across libraries and program-specific code and occur both during program start-up and normal execution. Most programs contain a few ``megamorphic'' call-sites where receiver types vary widely. The non-monomorphic parts of the programs can to some extent be typed with nominal or structural types, but none of the approaches can type entire programs.",polymorphism - dynamic languages - static type system - bugs - retrofitted type systems - open source Python programs - polymorphic degrees - program-specific code - megamorphic call-sites - nominal types - structural types,"Kerblom, B.(1); Wrigstad, T.(2)",2016.0,Journal,ACM SIGPLAN Notices,10.1145/2936313.2816717,"(1) Stockholm Univ., Stockholm, Sweden; (2) Uppsala Univ., Uppsala, Sweden",ACM,English,0362-1340,
Inspec,PyFAI: a Python library for high performance azimuthal integration on GPU,PyFAI is an open-source Python library for Fast Azimuthal Integration which provides 1Dand 2D-azimuthal regrouping with a clean programming interface and tools for calibration. The library is suitable for interactive use in Python. In optimising the speed of the algorithms there has been no compromise on the accuracy compared to reference software. Fast integrations are obtained by the combination of an algorithm ensuring that each pixel from the detector provides a direct contribution to the final diffraction pattern and an OpenCL implementation that can use graphics cards for acceleration. This contribution describes how the algorithms were modified to work better in parallel.,azimuthal integration performance - GPU - open-source Python library - fast azimuthal integration - 1D-azimuthal regrouping - 2D-azimuthal regrouping - programming interface - calibration - reference software - diffraction pattern - OpenCL implementation - graphics card,"Kieffer, J.(1); Wright, J.P.(1)",2013.0,Journal,Powder Diffraction,,"(1) Eur. Synchrotron Radiat. Facility, Grenoble, France",Cambridge University Press,English,0885-7156,
Inspec,Automation of transmission planning analysis process using Python and GTK+,"To decrease the amount of time and effort needed to perform transmission planning analysis required by PJM reliability criteria, the open source Python language has been used to automate these processes. To make these programs easier to use, an open source graphical toolkit, the GIMP toolkit (GTK+), was also utilized along with Glade, a tool that can be used to easily create graphical user interfaces. All of these software development tools can be freely obtained and are easy to install. Our applications were developed for the Microsoft Windows operating system, although Python, GTK+, and Glade are also available for other platforms such as Linux. This paper presents the basic building blocks needed to create an application and summarizes the steps required for rapid software tool development with application to power systems analysis.",transmission planning analysis process - Python language - GIMP toolkit - open source graphical toolkit - graphical user interfaces - software development tools - Microsoft Windows operating system - Linux - Glade - power systems analysis,"Condren, J.; Seungwon An",2006.0,Conference,2006 IEEE Power Engineering Society General Meeting,,,IEEE,English,,1-4244-0493-2
Inspec,Geomstats: a python package for riemannian geometry in machine learning [arXiv],"We introduce Geomstats, an open-source Python toolbox for computations and statistics on nonlinear manifolds, such as hyperbolic spaces, spaces of symmetric positive definite matrices, Lie groups of transformations, and many more. We provide object-oriented and extensively unit-tested implementations. Among others, manifolds come equipped with families of Riemannian metrics, with associated exponential and logarithmic maps, geodesics and parallel transport. Statistics and learning algorithms provide methods for estimation, clustering and dimension reduction on manifolds. All associated operations are vectorized for batch computation and provide support for different execution backends, namely NumPy, PyTorch and TensorFlow, enabling GPU acceleration. This paper presents the package, compares it with related libraries and provides relevant code examples. We show that Geomstats provides reliable building blocks to foster research in differential geometry and statistics, and to democratize the use of Riemannian geometry in machine learning applications. The source code is freely available under the MIT license at \url{geomstats.ai}.",nonlinear manifolds - hyperbolic spaces - symmetric positive definite matrices - Riemannian metrics - exponential maps - logarithmic maps - learning algorithms - dimension reduction - batch computation - GPU acceleration - differential geometry - Riemannian geometry - machine learning applications - open-source Python toolbox,"Miolane, N.; Le Brigant, A.; Mathe, J.; Hou, B.; Guigui, N.; Thanwerdas, Y.; Heyder, S.; Peltre, O.; Koep, N.; Zaatiti, H.; Hajri, H.; Cabanes, Y.; Gerald, T.; Chauchat, P.; Shewmake, C.; Kainz, B.; Donnat, C.; Holmes, S.; Pennec, X.",2020.0,arXiv,arXiv,,,arXiv,English,,
Inspec,PyGOLD: a python based API for docking based virtual screening workflow generation,"Motivation: Molecular docking is one of the successful approaches in structure based discovery and development of bioactive molecules in chemical biology and medicinal chemistry. Due to the huge amount of computational time that is still required, docking is often the last step in a virtual screening approach. Such screenings are set as workflows spanned over many steps, each aiming at different filtering task. These workflows can be automatized in large parts using python based toolkits except for docking using the docking software GOLD. However, within an automated virtual screening workflow it is not feasible to use the GUI in between every step to change the GOLD configuration file. Thus, a python module called PyGOLD was developed, to parse, edit and write the GOLD configuration file and to automate docking based virtual screening workflows.",PyGOLD - docking based virtual screening workflow generation - structure based discovery - bioactive molecules - chemical biology - medicinal chemistry - virtual screening approach - docking software GOLD - automated virtual screening workflow - GOLD configuration file - docking based virtual screening workflows - molecular docking - Python based toolkits,"Patel, H.; Brinkjost, T.; Koch, O.",2017.0,Journal,Bioinformatics,10.1093/bioinformatics/btx197,,Oxford University Press,English,1367-4803,
Inspec,Pytrec_eval: An Extremely Fast Python Interface to trec_eval [arXiv],"We introduce pytrec_eval, a Python interface to the tree_eval information retrieval evaluation toolkit. pytrec_eval exposes the reference implementations of trec_eval within Python as a native extension. We show that pytrec_eval is around one order of magnitude faster than invoking trec_eval as a sub process from within Python. Compared to a native Python implementation of NDCG, pytrec_eval is twice as fast for practically-sized rankings. Finally, we demonstrate its effectiveness in an application where pytrec_eval is combined with Pyndri and the OpenAI Gym where query expansion is learned using Q-learning. [doi:10.1145/3209978.3210065].",pytrec_eval - tree_eval information retrieval evaluation toolkit - OpenAI Gym - Pyndri - Q-learning - query expansion - Python interface,"Van Gysel, C.(1); de Rijke, M.(1)",2018.0,arXiv,arXiv,,"(1) Univ. of Amsterdam Amsterdam, Amsterdam, Netherlands",arXiv,English,,
Inspec,A Python Instrument Control and Data Acquisition Suite for Reproducible Research,"Tools that standardize and automate experimental data collection are needed for greater confidence in research results. The National Synchrotron Light Source-II (NSLS-II) has generated an open-source Python data acquisition, management, and analysis software suite that automates X-ray experiments and collects an experimental record that facilitates complete reproducibility. Here, we show that the NSLS-II tools are not only useful for X-ray science at large-scale facilities by presenting an add-on package that adapts these tools for use in a small laboratory with common physics and electrical engineering instruments. The composite software suite eases and automates the execution of experiments, records extensive metadata, stores data in portable containers, and speeds up the analysis through tools for comprehensive searches. In total, this software suite increases the reproducibility of laboratory experiments. We demonstrate the software via the evaluation of two lock-in amplifiers-the miniature ADA2200 and the ubiquitous Stanford Research Systems (SRS) SR810. The frequency resolution, signal-to-noise ratio, and dynamic reserve of the lock-in amplifiers are measured and presented. The usage of the software suite is described throughout these measurements so that the reader can implement the tools in their lab.",composite software suite - experimental data collection automation - laboratory experiments reproducibility - electrical engineering instruments - common physics - large-scale facilities - X-ray science - NSLS-II tools - facilitates complete reproducibility - experimental record - X-ray experiments - National Synchrotron Light Source-II - standardize - reproducible research - data acquisition suite - Python instrument control - ubiquitous Stanford Research Systems SR810 - stores data - extensive metadata,"Koerner, L.J.(1); Caswell, T.A.(2); Allan, D.B.(2); Campbell, S.I.(2)",2020.0,Journal,IEEE Transactions on Instrumentation and Measurement,10.1109/TIM.2019.2914711,"(1) Dept. of Electr. & Comput. Eng., Univ. of St. Thomas, St. Paul, MN, United States; (2) Nat. Synchrotron Light Source II, Brookhaven Nat. Lab., Upton, NY, United States",IEEE,English,0018-9456,
Inspec,ConKit: a python interface to contact predictions,"Summary: Recent advances in protein residue contact prediction algorithms have led to the emergence of many new methods and a variety of file formats. We present ConKit, an open source, modular and extensible Python interface which allows facile conversion between formats and provides an interface to analyses of sequence alignments and sets of contact predictions.",ConKit - contact prediction algorithms - file formats - open source - modular Python interface - extensible Python interface - sequence alignments - facile conversion,"Simkovic, F.(1); Thomas, J.M.H.(1); Rigden, D.J.(1)",2017.0,Journal,Bioinformatics,10.1093/bioinformatics/btx148,"(1) Dept. of Biochem., Univ. of Liverpool, Liverpool, United Kingdom",Oxford University Press,English,1367-4803,
Inspec,Gumpy: a Python toolbox suitable for hybrid brain-computer interfaces,"Objective. The objective of this work is to present gumpy, a new free and open source Python toolbox designed for hybrid brain-computer interface (BCI). Approach. Gumpy provides state-of-the-art algorithms and includes a rich selection of signal processing methods that have been employed by the BCI community over the last 20 years. In addition, a wide range of classification methods that span from classical machine learning algorithms to deep neural network models are provided. Gumpy can be used for both EEG and EMG biosignal analysis, visualization, real-time streaming and decoding. Results. The usage of the toolbox was demonstrated through two different offline example studies, namely movement prediction from EEG motor imagery, and the decoding of natural grasp movements with the applied finger forces from surface EMG (sEMG) signals. Additionally, gumpy was used for real-time control of a robot arm using steady-state visually evoked potentials (SSVEP) as well as for real-time prosthetic hand control using sEMG. Overall, obtained results with the gumpy toolbox are comparable or better than previously reported results on the same datasets. Significance. Gumpy is a free and open source software, which allows end-users to perform online hybrid BCIs and provides different techniques for processing and decoding of EEG and EMG signals. More importantly, the achieved results reveal that gumpy's deep learning toolbox can match or outperform the state-of-the-art in terms of accuracy. This can therefore enable BCI researchers to develop more robust decoding algorithms using novel techniques and hence chart a route ahead for new BCI improvements.",free source Python toolbox - open source Python toolbox - deep neural network models - surface EMG signals - steady-state visually evoked potentials - real-time prosthetic hand control - gumpy toolbox - free source software - open source software - deep learning toolbox - robust decoding algorithms - Python toolbox - hybrid brain-computer interface - signal processing methods - BCI community - classification methods - classical machine learning algorithms - EMG biosignal analysis - EEG biosignal analysis - real-time streaming - movement prediction - EEG motor imagery - natural grasp movement decoding - finger forces - robot arm,"Tayeb, Z.(1); Waniek, N.(1); Fedjaev, J.(1); Ghaboosi, N.(2); Rychly, L.(1); Widderich, C.(1); Richter, C.(1); Braun, J.(1); Saveriano, M.(3); Cheng, G.(4); Conradt, J.(1)",2018.0,Journal,Journal of Neural Engineering,10.1088/1741-2552/aae186,"(1) Dept. of Electr. & Comput. Eng., Tech. Univ. of Munich, Munich, Germany; (2) Integrated Res., Sydney, NSW, Australia; (3) German Aerosp. Center, Inst. of Robot. & Mechatron., Munich, Germany; (4) Inst. for Cognitive Syst., Tech. Univ. of Munich, Munich, Germany",IOP Publishing,English,1741-2560,
Inspec,MABWiser: A Parallelizable Contextual Multi-Armed Bandit Library for Python,"Contextual multi-armed bandit algorithms serve as an effective technique to address online sequential decision-making problems. Despite their popularity, when it comes to off-the-shelf tools the library support remains limited, in particular for the Python technology stack. To fill this gap, in this paper we present a system that provides context-free, parametric and non-parametric contextual multi-armed bandit models. The available bandit policies accommodate both batch and online learning. The MABWISER system is implemented as an open-source Python library. Our design enables built-in parallelization to speed up training and test components for scalability while ensuring the reproducibility of results. We present a running example to highlight the user-friendly nature of the public interface and discuss the simulation capability of the library for hyper-parameter tuning and rapid experimentation.",off-the-shelf tools - library support - Python technology stack - nonparametric contextual multiarmed bandit models - available bandit policies - online learning - MABWISER system - open-source Python library - parallelizable contextual multiarmed bandit library - contextual multiarmed bandit algorithms - online sequential decision-making problems,"Strong, E.(1); Kleynhans, B.(1); Kadioglu, S.(1)",2019.0,Conference,2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI). Proceedings,10.1109/ICTAI.2019.00129,"(1) Fidelity Investments, Boston, MA, United States",IEEE Computer Society,English,,
Inspec,QuCAT: quantum circuit analyzer tool in Python,"Quantum circuits constructed from Josephson junctions and superconducting electronics are key to many quantum computing and quantum optics applications. Designing these circuits involves calculating the Hamiltonian describing their quantum behavior. Here we present QuCAT, or `Quantum Circuit Analyzer Tool', an open-source framework to help in this task. This open-source Python library features an intuitive graphical or programmatical interface to create circuits, the ability to compute their Hamiltonian, and a set of complimentary functionalities such as calculating dissipation rates or visualizing current flow in the circuit.",current flow - programmatical interface - graphical interface - superconducting electronics - Josephson junctions - open-source Python library - open-source framework - QuCAT - quantum behavior - quantum optics applications - quantum computing - quantum circuit analyzer tool,"Gely, M.F.(1); Steele, G.A.(1)",2020.0,Journal,New Journal of Physics,10.1088/1367-2630/ab60f6,"(1) Kavli Inst. of Nanosci., Delft Univ. of Technol., Delft, Netherlands",IOP Publishing,English,1367-2630,
