DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Link,Affiliations,Publisher,Language,ISSN,ISBN
IEEE,Formalizing COSMIC-FFP using ROOM,"We propose a formalization of the COSMIC Full Function Point (COSMIC-FFP) measure for the Real-time Object Oriented Modeling (ROOM) language. COSMIC-FFP is a measure of the functional size of software. It has been proposed by the COSMIC group as an adaptation of the function point measure for real-time systems. The definition of COSMIC-FFP is general and can be applied to any specification language. The benefits of our formalization are twofold. First it eliminates measurement variance, because the COSMIC informal definition is subject to interpretation by COSMIC-FFP raters, which may lead to different counts for the same specification, depending on the interpretation made by each rater. Second it allows the automation of COSMIC-FFP measurement for ROOM specifications, which reduces measurement costs. Finally, the formal definition of COSMIC-FFP can provide a clear and unambiguous characterization of COSMIC-FFP concepts which is helpful for measuring COSMIC-FFP for other object-oriented notations like UML.",,H. Diab; M. Frappier; R. St. Denis,2001,Conference,Proceedings ACS/IEEE International Conference on Computer Systems and Applications,10.1109/AICCSA.2001.934002,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=934002,"Dept. de Math. et d'Inf., Sherbrooke Univ., Que., Canada; NA; NA",IEEE,English,,0-7695-1165-1
IEEE,Automated FPA (eFPA) in SAP Environment - Visions and Experiences of Automated Function Point Analysis,"Dynamic market conditions, changing technologies and continuous improvement require more IT financial transparency than ever. The market is characterized by large IT investments. Regarding the investments, managers require a clear understanding of the costs and require means to control them. The most effective metrics are those that are applicable during all stages of the development process. This paper describes an automated FPA solution called eFPA that is based on counting system components in a reusable way. The eFPA is based on a digital delivery of system objects from a repository. There is no specific knowledge of FPA necessary. eFPA provides the ability to calculate quickly and calculate variants to perform intermediate counts during the project.",function points;functional size measurement;SAP;automated counting,C. Kuijpers,2014,Conference,2014 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement,10.1109/IWSM.Mensura.2014.35,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=7000079,"DutchSoft Technol., Netherlands",IEEE,English,,978-1-4799-4174-2
IEEE,Living with function points,"The number of people who develop software at AT&T Bell Laboratories has grown steadily since the 1960's. Major productivity improvements were made, but efforts to reliably measure them were unsuccessful. With more than half of its technical people working on software projects and one in every 12 employees in AT&T now involved in one way or another in the creation of software, a major effort to produce world-class software is underway. The key to this new program is a shift from counting lines of code to using function points to size software projects. Improved predictability, simplified designs, contained feature creep, and reduced redundancy are the direct results of deploying formal function point analysis (FPA). Estimates of the effort required to do a job are twice as accurate with FPA as with conventional methods. This presentation describes: the software initiative at AT&T, the history of usage of FPA in AT&T, source lines of code (SLOC) vs. function points and the best current practices, automation of the function point count and estimation process, changes in AT&T's metrics policy and experiences in measurements based on FPA. The bumpy road of software measurement, the problems in estimating software project size and effort, and some positive results of using a measurement program are also discussed.",,A. Lubashevsky,1996,Conference,Proceedings of NOMS '96 - IEEE Network Operations and Management Symposium,10.1109/NOMS.1996.539637,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=539637,"AT&T Bell Labs., Warren, NJ, USA",IEEE,English,,0-7803-2518-4
IEEE,Enhancing the Cocomo estimation models,"In software engineering, team task assignments appear to have a significant potential impact on a project's overall success. The authors propose task assignment effort adjustment factors that can help tune existing estimation models. They show significant improvements in the predictive abilities of both Cocomo I and II by enhancing them with these factors.",,J. Hale; A. Parrish; B. Dixon; R. K. Smith,2000,Magazine,IEEE Software,10.1109/52.895167,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=895167,"Dept. of Inf. Syst., Stat. & Manage. Sci., Alabama Univ., Tuscaloosa, AL, USA; NA; NA; NA",IEEE,English,1937-4194,
IEEE,A metrics-based decision support tool for software module interfacing technique selection to lower maintenance cost,"The Interfacing Techniques Comparison Graph visually compares applications in terms of attributes that relate to maintenance cost. Applications that have both lower coupling and lower complexity lie closer to the origin of the graph and exhibit lower maintenance cost than those that do not. The study supports the idea that compositional techniques are important for achieving these improved metrics. The graph can be used in three ways. First it serves as a decision support tool for managers to determine whether expected maintenance savings compensate for the additional training, effort and time needed to support compositional development. Second, it functions as a decision support tool for designers and coders as they determine, for each module interface, whether to use coupled techniques or composition. The graph can help identify those situations in which the long term cost gain justifies the extra time needed for compositional design. Third, it can serve as a maintenance cost estimation tool. The study found a close correlation between predicted and actual maintenance effort.",,W. R. Bitman,1999,Conference,Proceedings Sixth International Software Metrics Symposium (Cat. No.PR00403),10.1109/METRIC.1999.809738,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=809738,"Appl. Phys. Lab., Johns Hopkins Univ., Baltimore, MD, USA",IEEE,English,,0-7695-0403-5
IEEE,Early metrics for object oriented designs,"To produce high quality object-oriented systems, a strong emphasis on the development process is necessary. This implies two implicit and complementary goals. First, to ensure a full control over the whole process, enabling accurate cost and delay estimation, resource efficient management, and a better overall understanding. Second, to improve quality all along the system lifecycle at development and maintenance stage. On the client side, a steady control over the development process implies a better detection and elimination of faults, raising the viability and usability of the system. This paper introduces a realistic example of metrics integration in the development process of object-oriented software. By addressing early stages of the design (ie. class diagram), we can anticipate design-level errors or warnings thus enabling a reduction of immediate and further costs and problems. Metrics used are issued from state of the art object-oriented research, and integrated in the widespread unified process of software development.",,B. Baldassari; C. Robach; L. du Bousquet,2004,Conference,"First International Workshop onTestability Assessment, 2004. IWoTA 2004. Proceedings.",10.1109/IWOTA.2004.1428417,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1428417,"LCIS, INP Grenoble, Valence, France; LCIS, INP Grenoble, Valence, France; NA",IEEE,English,,0-7803-8851-8
IEEE,A comparison of approaches to reuse investment analysis,"Software reuse economics has been the subject of vigorous study over the past few years. Although significant progress has been made in the areas of reuse metrics and cost estimation, work to date in reuse investment analysis has not always reflected accepted mainstream financial analysis practices. This paper compares several approaches that have been described in the reuse literature, points out known problems and indicates remedies.",,J. Favaro,1996,Conference,Proceedings of Fourth IEEE International Conference on Software Reuse,10.1109/ICSR.1996.496121,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=496121,"Intecs Sistemi SpA, Pisa, Italy",IEEE,English,,0-8186-7301-X
IEEE,A cost effectiveness indicator for software development,"Product quality, development productivity, and staffing needs are main cost drivers in software development. The paper proposes a cost-effectiveness indicator that combines these drivers using an economic criterion.",,H. Erdogmus,2007,Conference,First International Symposium on Empirical Software Engineering and Measurement (ESEM 2007),10.1109/ESEM.2007.47,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4343774,"NRC Institute for Information Technology, Canada",IEEE,English,1949-3789,978-0-7695-2886-1
IEEE,A Quasi-experiment for Effort and Defect Estimation Using Least Square Linear Regression and Function Points,"Software companies are currently investing large amounts of money in software process improvement initiatives in order to enhance their products' quality. These initiatives are based on software quality models, thus achieving products with guaranteed quality levels. In spite of the growing interest in the development of precise prediction models to estimate effort, cost, defects and other project's parameters, to develop a certain software product, a gap remains between the estimations generated and the corresponding data collected in the project's execution. This paper presents a quasi-experiment reporting the adoption of effort and defect estimation techniques in a large worldwide IT company. Our contributions are the lessons learned during (a) extraction and preparation of project historical data, (b) the use of estimation techniques on these data, and (c) the analysis of the results obtained. We believe such lessons can contribute to the improvement of the state-of-the-art in prediction models for software development.",metrics estimation;linear regression;human judgment approaches,N. N. T. Jr.; M. B. Ribeiro; D. D. Ruiz,2008,Conference,2008 32nd Annual IEEE Software Engineering Workshop,10.1109/SEW.2008.20,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5328367,"NA; Fac. of Inf., Pontifical Catholic Univ. of Rio Grande do Sul, Porto Alegre, Brazil; Fac. of Inf., Pontifical Catholic Univ. of Rio Grande do Sul, Porto Alegre, Brazil",IEEE,English,1550-6215,978-0-7695-3617-0
IEEE,CBSE: can we count the cost?,"Component-based software engineering (CBSE) offers a new approach to the development of large software-intensive systems. To fully exploit CBSE technology, organisations will need to consider how this technology is best transferred, institutionalised and evolved within the organisation. The author outlines five CBSE technology risk areas and discusses the manner in which metrics could be used to help control the risks and to count the cost of the transfer.",,A. Vickers,1997,Conference,Proceedings Fifth International Symposium on Assessment of Software Tools and Technologies,10.1109/AST.1997.599917,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=599917,"Dept. of Comput. Sci., York Univ., UK",IEEE,English,,0-8186-7940-9
IEEE,Assessing the maintainability benefits of design restructuring using dependency analysis,"Software developers and project managers often have to assess the quality of software design. A commonly adopted hypothesis is that a good design should cost less to maintain than a poor design. We propose a model for quantifying the quality of a design from a maintainability perspective. Based on this model, we propose a novel strategy for predicting the ""return on investment"" (ROI) for possible design restructurings using procedure level dependency analysis. We demonstrate this approach with two exploratory Java case studies. Our results show that common low level source code transformations change the system dependency structure in a beneficial way, allowing recovery of the initial refactoring investment over a number of maintenance activities.",,R. Leitch; E. Stroulia,2003,Conference,Proceedings. 5th International Workshop on Enterprise Networking and Computing in Healthcare Industry (IEEE Cat. No.03EX717),10.1109/METRIC.2003.1232477,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1232477,"MacDonald, Dettwiler & Associates Ltd., Richmond, BC, Canada; NA",IEEE,English,1530-1435,0-7695-1987-3
IEEE,Assessing Overhead Cost Associated with Encrypting Swap File,"Privacy and security of information are two important concerns for most computer users. Passwords, keys, and encrypted information can be found unencrypted in the swap file which is used by the operating systems to support the implementation of virtual memory. Therefore, encrypting the swap file is essential to provide more security of users' private and confidential information. However, encrypting the swap file comes with an extra overhead cost. In this paper, we measure the overhead cost associated with encrypting the swap file. To effectively measure this cost, we developed our own benchmarks that will enforce heavy swapping with disk write and read operations. We measured the overhead cost for Windows 7 operating system. In our measurements, we considered a number of popular encryption algorithms which include AES, Blowfish, Twofish, and GOST. Our experimental measurements show that Windows 7 incurs considerable overhead penalties when encrypting the swap file.",Swap file;Encryption;Operating system security;virtual memory,B. AlBelooshi; K. Salah; T. Marin; A. Bentiba,2012,Conference,"2012 IEEE 11th International Conference on Trust, Security and Privacy in Computing and Communications",10.1109/TrustCom.2012.96,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6296101,"Dept. of Electr. & Comput. Eng., Khalifah Univ. of Sci., Technol. & Res., Sharjah, United Arab Emirates; Dept. of Electr. & Comput. Eng., Khalifah Univ. of Sci., Technol. & Res., Sharjah, United Arab Emirates; Dept. of Electr. & Comput. Eng., Khalifah Univ. of Sci., Technol. & Res., Sharjah, United Arab Emirates; Dept. of Electr. & Comput. Eng., Khalifah Univ. of Sci., Technol. & Res., Sharjah, United Arab Emirates",IEEE,English,2324-9013,978-1-4673-2172-3
IEEE,"Estimating the size, cost, and types of Technical Debt",This study summarizes results of a study of Technical Debt across 745 business applications comprising 365 million lines of code collected from 160 companies in 10 industry segments. These applications were submitted to a static analysis that evaluates quality within and across application layers that may be coded in different languages. The analysis consists of evaluating the application against a repository of over 1200 rules of good architectural and coding practice. A formula for estimating Technical Debt with adjustable parameters is presented. Results are presented for Technical Debt across the entire sample as well as for different programming languages and quality factors.,software metrics;software structural quality;technical debt;static analysis;benchmarking,B. Curtis; J. Sappidi; A. Szynkarski,2012,Conference,2012 Third International Workshop on Managing Technical Debt (MTD),10.1109/MTD.2012.6226000,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6226000,"CAST, Fort Worth, Texas, USA; CAST, New York, NY, USA; CAST, Paris, France",IEEE,English,,978-1-4673-1749-8
IEEE,Development and application of composite complexity models and a relative complexity metric in a software maintenance environment,"A great deal of effort is now being devoted to the study, analysis, prediction, and minimization of expected software maintenance cost, long before software is delivered to users or customers. It had been estimated that, on the average, the effort spent on software maintenance is as costly as the effort spent on all other software stages. Ways to alleviate software maintenance complexity and high costs should originate in software design. Two aspects of maintenance deserve attention: protocols for locating and rectifying defects and ensuring that no new defects are introduced in the development phase of the software process, and development of protocols for increasing the quality and reducing the costs associated with modification, enhancement, and upgrading of software. This article focuses on the second aspect and puts forward newly developed parsimonious models and a relative complexity metric for complexity measurement of software that were used to rank the modules in the system relative to each other. Significant success was achieved by use of the models and relative metric to identify maintenance-prone modules.",,J. S. Sherif; J. M. Hops,1996,Conference,Wescon/96,10.1109/WESCON.1996.554559,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=554559,"California State Univ., Fullerton, CA, USA; NA",IEEE,English,1095-791X,0-7803-3274-1
IEEE,Digging the Development Dust for Refactorings,"Software repositories are rich sources of information about the software development process. Mining the information stored in them has been shown to provide interesting insights into the history of the software development and evolution. Several different types of information have been extracted and analyzed from different points of view. However, these types of information have not been sufficiently cross-examined to understand how they might complement each other. In this paper, we present a systematic analysis of four aspects of the software repository of an open source project - source-code metrics, identifiers, return-on-investment estimates, and design differencing - to collect evidence about refactorings that may have happened during the project development. In the context of this case study, we comparatively examine how informative each piece of information is towards understanding the refactoring history of the project and how costly it is to obtain",,C. Schofield; B. Tansey; Zhenchang Xing; E. Stroulia,2006,Conference,14th IEEE International Conference on Program Comprehension (ICPC'06),10.1109/ICPC.2006.18,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1631102,"University of Alberta, Canada; Comput. Sci. Dept., Alberta Univ., Edmonton, Alta.; Comput. Sci. Dept., Alberta Univ., Edmonton, Alta.; Comput. Sci. Dept., Alberta Univ., Edmonton, Alta.",IEEE,English,1092-8138,0-7695-2601-2
IEEE,Activity based software costing,"The study of software economics is not yet mature. For many years, the lines of code (LOG) metrics has tended to conceal major software cost drivers such as the production of requirements, plans, specifications, manuals, and other paper documents. The advent of function point metrics in the late 1970s allowed us to explore the measurement of such noncoding activities, none of which could be properly explored or normalized using LOC metrics. Indeed, we now know that on some projects (such as large defense systems) the cost to produce paper documents is twice as much as the cost to produce the code itself. The ability to measure all activities associated with software production has led to the concept of activity-based studies of software cost. The paper discusses the approach.",,C. Jones,1996,Magazine,Computer,10.1109/2.494092,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=494092,"Software Productivity Res. Inc., Burlington, MA, USA",IEEE,English,1558-0814,
IEEE,Quantitative Modeling of Communication Cost for Global Service Delivery,"IT service providers are increasingly utilizing globally distributed resources to drive down costs, reduce risk through diversification and gain access to a larger talent pool. However, fostering effective collaboration among geographically distributed resources is a difficult challenge. In this paper, we present our initial attempt to quantify the increased overhead in leveraging distributed resources as one of the project costs. We associate this overhead cost measurement with metrics that measure communication quality, such as reduction in productivity and communication delay. These metrics can in turn be computed as functions of underlying project parameters. To achieve this goal, we first build a project communication model (PCM) to categorize different types of collaborative communication. We then represent communication efficiency and changes in resource availability in terms of information theoretic concepts such as reduced channel capacity, information encoding efficiency and channel availability. This analysis is used to help determine the cost associated with team formation and task distribution during the project planning phase.",globalization;communication cost;project management;team structure;communication channel,N. Zhou; Q. Ma; K. Ratakonda,2009,Conference,2009 IEEE International Conference on Services Computing,10.1109/SCC.2009.79,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5283925,"T.J. Watson Res. Center, IBM, Hawthorne, NY, USA; Res. Center, IBM China, Beijing, China; T.J. Watson Res. Center, IBM, Hawthorne, NY, USA",IEEE,English,,978-1-4244-5183-8
IEEE,Systematic Literature Review on Software Effort Estimation Using Machine Learning Approaches,"Accurate effort estimation is amongst the key activities in the software project development. It directly impacts the time and cost of the software projects. This paper presents a systematic literature review of software effort estimation techniques using machine learning. This review presents a discussion about the research trends in machine learning inspired software effort estimation. The results of the systematic review has concluded prominent trends of machine learning approaches, size metrics, benchmark datasets, validation methods etc. used for software effort estimation.",Systematic Literature Review;Effort estimation;Machine learning approaches,P. Sharma; J. Singh,2017,Conference,2017 International Conference on Next Generation Computing and Information Systems (ICNGCIS),10.1109/ICNGCIS.2017.33,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8520309,"Comput. Sci. & Eng., Chitkara Univ., Rajpura, India; Comput. Sci. & Eng., Chitkara Univ., Rajpura, India",IEEE,English,,978-1-5386-4205-4
IEEE,An investigation of code cycles and Poltergeist anti-pattern,"The aim of this paper is to propose a method for detecting the Poltergeist anti-pattern. Anti-patterns are poor designs that lower software quality, especially by increasing complexity and decreasing maintainability. As maintenance of software projects costs as much as their development, it is necessary to detect poorly designed code and refactor it.",anti-patterns;poltergeist;cycle detection,S. R. A. Al-Rubaye; Y. E. Selcuk,2017,Conference,2017 8th IEEE International Conference on Software Engineering and Service Science (ICSESS),10.1109/ICSESS.2017.8342882,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8342882,"Department of Computer Engineering, Yildiz Technical University, Davutpasa, 34220, Istanbul, Turkiye; Department of Computer Engineering, Yildiz Technical University, Davutpasa, 34220, Istanbul, Turkiye",IEEE,English,2327-0594,978-1-5386-0497-7
IEEE,Measuring software product quality: a survey of ISO/IEC 9126,"To address the issues of software product quality, the Joint Technical Committee 1 of the International Organization for Standardization and International Electrotechnical Commission published a set of software product quality standards known as ISO/IEC 9126. These standards specify software product quality's characteristics and subcharacteristics and their metrics. Based on a user survey, this study of the standard helps clarity quality attributes and provides guidance for the resulting standards.",ISO/IEC 9126;software quality model standards,Ho-Won Jung; Seung-Gweon Kim; Chang-Shin Chung,2004,Magazine,IEEE Software,10.1109/MS.2004.1331309,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1331309,"Dept. of Bus. Adm., Korea Univ., Seoul, South Korea; Dept. of Bus. Adm., Korea Univ., Seoul, South Korea; NA",IEEE,English,1937-4194,
IEEE,Reliability of COSMIC Functional Size Measurement Results: A Multiple Case Study on Industry Cases,"Accuracy of the functional size is critical in software project management, since functional size is the most prevalent input for effort and cost estimation models. Functional size measurement is performed based on standardized manuals; however, the accuracy of FSM results is still based on the knowledge and cautions of the measurers. In this study we performed a multiple case study to identify the reliability of COSMIC and to observe the frequently encountered errors during functional size measurement. Problems in the individual learning process and the clarity of the guidelines are distinguished as the two main causes that impact the accuracy of the measurement results.",Functional Size Measurement;COSMIC;Reliability,O. O. Top; O. Demirors; B. Ozkan,2009,Conference,2009 35th Euromicro Conference on Software Engineering and Advanced Applications,10.1109/SEAA.2009.17,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5349939,"Inf. Inst., Middle East Tech. Univ., Ankara, Turkey; Inf. Inst., Middle East Tech. Univ., Ankara, Turkey; Inf. Inst., Middle East Tech. Univ., Ankara, Turkey",IEEE,English,2376-9505,978-0-7695-3784-9
IEEE,An experimental comparison of software effort estimation methods of ORM based 4GL software applications,"Software effort estimation is important in planning and project budgeting for both developers and customers. Although there are many popular effort estimation techniques which have gone through significant developments in the past, software development methodologies and technologies are developing rapidly as a result of the need to improve the existing models. To this end, this paper compares and analyses three popular methods, namely COCOMO II, COSYSMO and Advanced COSTMO-4GL when used with ORM based fourth-generation-language software applications. COSYSMO is found to give better estimation than COSTMO-4GL for both pure 4GL and with ORM components included.",Software Effort Estimation;COCOMO II;COSYSMO;COSTMO-4GL;4GL;Object Relational Mapping,M. Tanrıverdi; Ö. Ö. Tanrıöver,2017,Conference,2017 International Conference on Computer Science and Engineering (UBMK),10.1109/UBMK.2017.8093382,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8093382,"Computer Engineering, Ankara University, Ankara, Turkey; Computer Engineering, Ankara University, Ankara, Turkey",IEEE,English,,978-1-5386-0930-9
IEEE,Early Web size measures and effort prediction for Web costimation,"Size measures for Web costimation proposed in the literature are invariably related to implemented Web applications. Even when targeted at measuring functionality based on function point analysis, researchers only considered the final Web application, rather than requirements documentation generated using any existing Web development methods. This makes their usefulness as early effort predictors questionable. In addition, it is believed that company-specific data provide a better basis for accurate estimates. Many software engineering researchers have compared the accuracy of company-specific data with multiorganisation databases. However the datasets employed were comprised of data from conventional applications. To date no similar comparison has been adopted for Web project datasets. It has two objectives: The first is to present a survey where early size measures for Web costimation were identified using data collected from 133 Web companies worldwide. All companies included in the survey used Web forms to give quotes on Web development projects, based on gathered size measures. The second is to compare the prediction accuracy of a Web company-specific data with data from a multiorganisation database. Both datasets were obtained via Web forms, used as part of a research project called Tukutuku. Our results show that best predictions were obtained for company-specific dataset, for the two estimation techniques employed.",,E. Mendes; N. Mosley; S. Counsell,2003,Conference,Proceedings. 5th International Workshop on Enterprise Networking and Computing in Healthcare Industry (IEEE Cat. No.03EX717),10.1109/METRIC.2003.1232452,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1232452,"Dept. of Comput. Sci., Auckland Univ., New Zealand; NA; NA",IEEE,English,1530-1435,0-7695-1987-3
IEEE,Return on investment of software quality predictions,"Software quality classification models can be used to target reliability enhancement efforts toward high risk modules. We summarize a generalized classification rule which we have proposed. Cost aspects of a software quality classification model are discussed. The contribution of this paper is a demonstration of how to assess the return on investment of model accuracy, in the context of a software quality classification model. An industrial case study of a very large telecommunications system illustrates the method. The dependent variable of the model was the probability that a module will have faults discovered by customers. The independent variables were software product and process metrics. The model is compared to random selection of modules for reliability enhancement. Calculation of return on investment can guide selection of the generalized classification rule's parameter so that the model is well-suited to the project.",,T. M. Khoshgoftaar; E. B. Allen; W. D. Jones; J. P. Hudepohl,1998,Conference,Proceedings. 1998 IEEE Workshop on Application-Specific Software Engineering and Technology. ASSET-98 (Cat. No.98EX183),10.1109/ASSET.1998.688249,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=688249,"Florida Atlantic Univ., Boca Raton, FL, USA; NA; NA; NA",IEEE,English,,0-8186-8582-4
IEEE,Estimation of software defects fix effort using neural networks,"Software defects fix effort is an important software development process metric that plays a critical role in software quality assurance. People usually like to apply parametric effort estimation techniques using historical lines of code and function points data to estimate effort of defects fixes. However, these techniques are neither efficient nor effective for a new different kind of project's fixing defects when code will be written within the context of a different project or organization. In this paper, we present a solution for estimating software defect fix effort using self-organizing neural networks.",,Hui Zeng; D. Rine,2004,Conference,"Proceedings of the 28th Annual International Computer Software and Applications Conference, 2004. COMPSAC 2004.",10.1109/CMPSAC.2004.1342658,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1342658,"Sch. of Inf. & Technol., George Mason Univ., Fairfax, VA, USA; NA",IEEE,English,0730-3157,0-7695-2209-2
IEEE,Analysis of effort estimation based on software project models,"This paper investigates the interrelationship among various measured characteristics of a software project, ranging from project model, size, and metrics used to govern the administration of the project. By analyzing various dimensions of project characteristics based on the underlying model, metrics and project technicality such as language and development paradigm, our findings reveal that certain metrics and models are not suitable for small project since they possess insufficient information to extract and analyze the inherent characteristics of the project. As such, project managers should pay attention to proper selection of project parameters that are conducive toward accurate estimations.",,P. Jodpimai; P. Sophatsathit; C. Lursinsap,2009,Conference,2009 9th International Symposium on Communications and Information Technology,10.1109/ISCIT.2009.5341149,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5341149,"Advanced Virtual and Intelligent Computing (AVIC) Center, Department of Mathematics, Faculty of Science, Chulalongkorn University, Bangkok, Thailand; Advanced Virtual and Intelligent Computing (AVIC) Center, Department of Mathematics, Faculty of Science, Chulalongkorn University, Bangkok, Thailand; Advanced Virtual and Intelligent Computing (AVIC) Center, Department of Mathematics, Faculty of Science, Chulalongkorn University, Bangkok, Thailand",IEEE,English,,978-1-4244-4521-9
IEEE,A Method for Measuring the Size of a Component-Based System Specification,"The system-level size measures are particularly important in software project management as tasks such as planning and estimating the cost and schedule of software development can be performed more effectively when a size estimate of the entire system is available. However, due to the black-box nature of components, traditional software measures are not adequate as system-level measures for component-based systems (CBS). Thus, if a system-level size is required, alternate measures should be used for sizing CBS. In this paper, we present a function point like approach, named component point to measure the system-level size of a CBS using the CBS specification written in UML. The component point approach integrates two software measures and extends an existing size measure from the more matured object-oriented paradigm to the related and relatively young CBS discipline. We also suggest a customized set of general system characteristics so as to make our measure more relevant to CBS.",Software Size Estimation;Software Effort Estimation;Software Measurement;Component Point;Component-Based Systems;Component-Based Software Development;Function Point extension,T. Wijayasiriwardhane; R. Lai,2008,Conference,2008 The Eighth International Conference on Quality Software,10.1109/QSIC.2008.17,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4601562,"Dept. of Comput. Sci. & Comput. Eng., La Trobe Univ., Melbourne, VIC; Dept. of Comput. Sci. & Comput. Eng., La Trobe Univ., Melbourne, VIC",IEEE,English,2332-662X,978-0-7695-3312-4
IEEE,Applicability of Neural Network Based Models for Software Effort Estimation,"Effort Estimation is a very challenging task in the software development life cycle. Inaccurate estimations may cause the client dissatisfaction and thereby, decrease the quality of the product. Considering the problem of software cost and effort prediction, it is conceivable to call attention to that the estimation procedure considers the qualities present in the data set, as well as the aspects of the environment in which the model is embedded. Existing literatures have the instances where machine learning techniques such as Linear Regression (LR), Support Vector Machine (SVM), K-Nearest Neighbor (KNN) have been used to estimate the effort required to develop any software. Yet it is quite uncertain for any particular model to perform well with all the data sets. Most of the research is based on the dataset of any single organization. Consequently, the results obtained through these models cannot be generalized. So, the main objectives of this research are: i) to use different data preparation techniques such as selection, cleaning, and transformation to improve the quality of data set given to the model ii) to use other machine learning models such as Multi-Layer Perceptron Neural Network (MLPNN), Probabilistic Neural Network (PNN), and Recurrent Neural Network (RNN) to increase the performance of software effort estimation process iii) to use different optimization techniques to tune the parameters of machine learning models iv) to use ensemble methods to improve the accuracy of software effort estimation process. In this study, first, we found out the most influential attributes in the Desharnais data set, then, MLPNN has been applied on reduced data set with to improve the accuracy of software effort estimation. Then, the performance of the MLPNN model is compared with LR, SVM and KNN models in the literature to find the best model fitting this dataset. Results obtained from the study demonstrate that some of the variables are more important in comparison to others for effort estimation. Also among the various models used in this study, the best-obtained R2 value is 79 % for the MLPNN model.",Machine Learning;Software Metrics;Predictive Model;Effort Estimation,S. Shukla; S. Kumar,2019,Conference,2019 IEEE World Congress on Services (SERVICES),10.1109/SERVICES.2019.00094,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8817057,Indian Institute of Technology Roorkee; Indian Institute of Technology Roorkee,IEEE,English,2642-939X,978-1-7281-3851-0
