DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Link,Affiliations,Publisher,Language,ISSN,ISBN
Scopus,Web Effort Estimation: Function Point Analysis vs. COSMIC,"Context: software development effort estimation is a crucial management task that critically depends on the adopted size measure. Several Functional Size Measurement (FSM) methods have been proposed. COSMIC is considered a 2nd generation FSM method, to differentiate it from Function Point Analysis (FPA) and its variants, considered as 1st generation ones. In the context of Web applications, few investigations have been performed to compare the effectiveness of the two generations. Software companies could benefit from this analysis to evaluate if it is worth to migrate from a 1st generation method to a 2nd one. Objective: the main goal of the paper is to empirically investigate if COSMIC is more effective than FPA for Web effort estimation. Since software companies using FPA cannot build an estimation model based on COSMIC as long as they do not have enough COSMIC data, the second goal of the paper is to investigate if conversion equations can be exploited to support the migration from FPA to COSMIC. Method: two empirical studies have been carried out by employing an industrial data set. The first one compared the effort prediction accuracy obtained with Function Points (FPs) and COSMIC, using two estimation techniques (Simple Linear Regression and Case-Based Reasoning). The second study assessed the effectiveness of a two-step strategy that first exploits a conversion equation to transform historical FPs data into COSMIC, and then builds a new prediction model based on those estimated COSMIC sizes. Results: the first study revealed that, on our data set, COSMIC was significantly more accurate than FPs in estimating the development effort. The second study revealed that the effectiveness of the analyzed two-step process critically depends on the employed conversion equation. Conclusion: for Web effort estimation COSMIC can be significantly more effective than FPA. Nevertheless, additional research must be conducted to identify suitable conversion equations so that the two-step strategy can be effectively employed for a smooth migration from FPA to COSMIC. © 2015 Elsevier B.V. All rights reserved.",COSMIC; Functional Size Measures; IFPUG Function Point Analysis; Web Effort Estimation,"Di Martino S., Ferrucci F., Gravino C., Sarro F.",2016,Journal,Information and Software Technology,10.1016/j.infsof.2015.12.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958604486&doi=10.1016%2fj.infsof.2015.12.001&partnerID=40&md5=51ffaf3fc1e230c41b4174c3960e725b,"Dipartimento di Ingegneria Elettrica e Delle Tecnologie dell'Informazione, University of Napoli Federico II, Italy; Department of Computer Science, University of Salerno, Italy; CREST, Department of Computer Science, University College London, United Kingdom",Elsevier,English,09505849,
Scopus,Statistical comparison of modelling methods for software maintainability prediction,"The objective of this paper is statistical comparison of modelling methods for software maintainability prediction. The statistical comparison is performed by building software maintainability prediction models using 27 dierent regression and machine learning based algorithms. For this purpose, software metrics datasets of two dierent commercial object-oriented systems are used. These systems were developed using an object oriented programming language Ada. These systems are User Interface Management System (UIMS) and Quality Evaluation System (QUES). It is shown that dierent measures like MMRE, RMSE, Pred(0.25) and Pred(0.30) calculated on predicted values obtained from leave one out (LOO) cross validation produce very divergent results regarding accuracy of modelling methods. Therefore the 27 modelling methods are evaluated on the basis of statistical signicance tests. The Friedman test is used to rank various modelling methods in terms of absolute residual error. Six out of the ten top ranked modelling methods are common to both UIMS and QUES. This indicates that modelling methods for software maintainability predicton are solid and scalable. After obtaining ranks, pair wise Wilcoxon Signed rank test is performed.Wilcoxon Sign rank test indicates that the top ranking method in UIMS data set is significantly superior to only four other modelling methods whereas the top tanking method in QUES data set is significantly superior to 11 other modelling methods. The performance of instance based learning algorithms IBk and Kstar is comparable to modelling methods used in earlier studies. #.c World Scientific Publishing Company.",Machine learning; Significance tests; Software maintainability prediction,"Kaur A., Kaur K.",2013,Journal,International Journal of Software Engineering and Knowledge Engineering,10.1142/S0218194013500198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887071983&doi=10.1142%2fS0218194013500198&partnerID=40&md5=9c47f87a23b19f3c3669bba2bf117730,"USICT, GGS Indraprastha University, Dwarka Sector 16-C, Delhi 110075, India",,English,02181940,
Scopus,Ensemble missing data techniques for software effort prediction,"Constructing an accurate effort prediction model is a challenge in software engineering. The development and validation of models that are used for prediction tasks require good quality data. Unfortunately, software engineering datasets tend to suffer from the incompleteness which could result to inaccurate decision making and project management and implementation. Recently, the use of machine learning algorithms has proven to be of great practical value in solving a variety of software engineering problems including software prediction, including the use of ensemble (combining) classifiers. Research indicates that ensemble individual classifiers lead to a significant improvement in classification performance by having them vote for the most popular class. This paper proposes a method for improving software effort prediction accuracy produced by a decision tree learning algorithm and by generating the ensemble using two imputation methods as elements. Benchmarking results on ten industrial datasets show that the proposed ensemble strategy has the potential to improve prediction accuracy compared to an individual imputation method, especially if ultiple imputation is a component of the ensemble. © 2010 - IOS Press and the authors.",Decision tree; Ensemble; Imputation; Incomplete data; Machine learning; Missing data techniques; Software prediction; Supervised learning,"Twala B., Cartwright M.",2010,Journal,Intelligent Data Analysis,10.3233/IDA-2010-0423,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953511815&doi=10.3233%2fIDA-2010-0423&partnerID=40&md5=b8c97018f2eb1b8f4136336c87845617,"Department of Electrical and Electronic Engineering Science, University of Johannesburg, Auckland Park, Johannesburg 2006, South Africa; Brunel Software Engineering Research Centre, School of Information Systems, Computing and Mathematics, Brunel University, Uxbridge, United Kingdom",,English,1088467X,
Scopus,Software development effort prediction: A study on the factors impacting the accuracy of fuzzy logic systems,"Reliable effort prediction remains an ongoing challenge to software engineers. Traditional approaches to effort prediction such as the use of models derived from historical data, or the use of expert opinion are plagued with issues pertaining to their effectiveness and robustness. These issues are more pronounced when the effort prediction is used during the early phases of the software development lifecycle. Recent works have demonstrated promising results obtained with the use of fuzzy logic. Fuzzy logic based effort prediction systems can deal better with imprecision, which characterizes the early phases of most software development projects, for example requirements development, whose effort predictors along with their relationships to effort are characterized as being even more imprecise and uncertain than those of later development phases, for example design. Fuzzy logic based prediction systems could produce further better estimates provided that various parameters and factors pertaining to fuzzy logic are carefully set. In this paper, we present an empirical study, which shows that the prediction accuracy of a fuzzy logic based effort prediction system is highly dependent on the system architecture, the corresponding parameters, and the training algorithms. © 2009 Elsevier B.V. All rights reserved.",COCOMO; Effort prediction; Fuzzy logic; Imprecision; Uncertainty,"Muzaffar Z., Ahmed M.A.",2010,Journal,Information and Software Technology,10.1016/j.infsof.2009.08.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350566636&doi=10.1016%2fj.infsof.2009.08.001&partnerID=40&md5=cb18ce5eb7479828f64b957e978a2635,"Department of Computer Science, University of Western Ontario, Canada; LEROS Technologies Corporation, Fairfax, VA 22030, United States",,English,09505849,
Scopus,Conceptual data model-based software size estimation for information systems,Size estimation plays a key role in effort estimation that has a crucial impact on software projects in the software industry. Some information required by existing software sizing methods is difficult to predict in the early stage of software development. A conceptual data model is widely used in the early stage of requirements analysis for information systems. Lines of code (LOC) is a commonly used software size measure. This article proposes a novel LOC estimation method for information systems from their conceptual data models through using a multiple linear regression model. We have validated the proposed method using samples from both the software industry and open-source systems. © 2009 ACM.,Conceptual data model; Line of code (LOC); Multiple linear regression model; Software sizing,"Tan H.B.K., Zhao Y., Zhang H.",2009,Journal,ACM Transactions on Software Engineering and Methodology,10.1145/1571629.1571630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350214668&doi=10.1145%2f1571629.1571630&partnerID=40&md5=77ddeda747f588eb6edc7c646044b79f,"Nanyang Technological University, 50 Nanyang Avenue, Singapore 639798, Singapore; School of Software, Tsinghua University, Beijing 100084, China",,English,1049331X,
Scopus,Software development effort estimation using fuzzy logic - A survey,"Most of the software estimates should be performed at the beginning of the life cycle, when we do not yet know the problem we are going to solve. Effort estimation is used to predict how many hours of work and how many workers are needed to develop a project. The effort invested in a software project is probably one of the most important and most analyzed variables in recent years in the process of project management. Estimating the effort with a high grade of reliability is a problem which has not yet been solved and even the project manager has to deal with it since the beginning. Fuzzy systems try to emulate cognitive processes of the brain with a rule base. The basic concept is inspired by the human processes where the decisional criteria are not clear cut, but blurred and it is difficult to find objective to make the decisions more precise and clear. Fuzzy decision systems are based on fuzzy logic that tries to reproduce the fuzzy human reasoning. The aim of this survey is to analyze the use of Fuzzy logic in the existing models and to provide in depth review of software and project estimation techniques existing in industry and literature, its strengths and weaknesses. © 2008 IEEE.",Cost models; Effort estimation; Fuzzy logic; Software engineering,"Nisar M.W., Wang Y.-J., Elahi M.",2008,Conference,"Proceedings - 5th International Conference on Fuzzy Systems and Knowledge Discovery, FSKD 2008",10.1109/FSKD.2008.370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149131573&doi=10.1109%2fFSKD.2008.370&partnerID=40&md5=a3524f2455f04f7d8b62e4e08fb875ab,"Laboratory for Internet Software Technologies, Graduate University, Chinese Academy of Sciences, Beijing 100190, China; State Key Laboratory of Computer Science, Chinese Academy of Sciences; COMSATS Institute of Information Technology, Wah 47000, Pakistan; Intelligence Engineering Laboratory, Graduate University, Chinese Academy of Sciences",,English,,9780769533056
Scopus,Comparing size measures for predicting Web application development effort: A case study,"Size represents one of the most important attribute of software products used to predict software development effort. In the past nine years, several measures have been proposed to estimate the size of Web applications, and it is important to determine which one is most effective to predict Web development effort. To this aim in this paper we report on an empirical analysis where, using data from 15 Web projects developed by a software company, we compare four sets of size measures, using two prediction techniques, namely Forward Stepwise Regression (SWR) and Case-Based Reasoning (CBR). All the measures provided good predictions in terms of MMRE, MdMRE, and Pred(0.25) statistics, for both SWR and CBR. Moreover, when using SWR, Length measures and Web Objects gave significant better results than Functional measures, however presented similar results to the Tukutuku measures. As for CBR, results did not show any significant differences amongst the four sets of size measures. © 2007 IEEE.",,"Di Martino S., Ferrucci F., Gravino C., Mendes E.",2007,Conference,"Proceedings - 1st International Symposium on Empirical Software Engineering and Measurement, ESEM 2007",10.1109/ESEM.2007.33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47949113657&doi=10.1109%2fESEM.2007.33&partnerID=40&md5=57d94ee0546cb05547a3828e91155a0e,"Università di Salerno, Via Ponte Don Melillo, I-84084 Fisciano (SA), Italy; University of Auckland, Private Bag 92019, Auckland, New Zealand",,English,,0769528864; 9780769528861
Scopus,Developing project duration models in software engineering,"Based on the empirical analysis of data contained in the International Software Benchmarking Standards Group (ISBSG) repository, this paper presents software engineering project duration models based on project effort. Duration models are built for the entire dataset and for subsets of projects developed for personal computer, mid-range and mainframe platforms. Duration models are also constructed for projects requiring fewer than 400 person-hours of effort and for projects requiring more than 400 person-hours of effort. The usefulness of adding the maximum number of assigned resources as a second independent variable to explain duration is also analyzed. The opportunity to build duration models directly from project functional size in function points is investigated as well. © Science Press, Beijing, China and Springer Science + Business Media, LLC, USA 2007.",International software benchmarking standards group (ISBSG); Project duration models; Project scheduling models; Schedule and organizational issues; Software engineering; Time estimation,"Bourque P., Oligny S., Abran A., Fournier B.",2007,Journal,Journal of Computer Science and Technology,10.1007/s11390-007-9051-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249852712&doi=10.1007%2fs11390-007-9051-5&partnerID=40&md5=23fbb2fd184d269ab09e4698d960503d,"École de Technologie Supérieure, Montréal, Que., Canada; Bell Canada, Montréal, Que., Canada; Université du Québec à Montréal, Montréal, Que., Canada",,English,10009000,
Scopus,Evaluating a functional size measurement method for Web applications: An empirical analysis,"This paper describes a laboratory experiment which evaluates OO-Method Function Points for the Web. OOmFPWeb measures the functional size of Web applications using conceptual models that are developed with Object-Oriented Web Solutions (OOWS), an automated software production method for Web applications. OOmFPWeb is evaluated on a range of performance-based and perception-based variables, including efficiency, reproducibility, perceived ease of use, perceived usefulness and intention to use. The results show that OOmFPWeb is efficient when compared to current industry practices. Furthermore, the method produces consistent functional size assessments and is perceived to be easy to use and useful by its users. © 2004 IEEE.",Conceptual Modeling; Empirical Software Engineering; Functional Size Measurement; Method Evaluation; Validation; Web Applications,"Abrahão S., Poels G., Pastor O.",2004,Conference,Proceedings - International Software Metrics Symposium,10.1109/METRIC.2004.1357921,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844296446&doi=10.1109%2fMETRIC.2004.1357921&partnerID=40&md5=aec15d4669f7a46eaf278198295cd80d,"Department of Information Systems, Valencia University of Technology, Camino de Vera, s/n, 46022, Valencia, Spain; Fac. of Econ. and Bus. Admin., Ghent University, Hoveniersberg 24, 9000 Ghent, Belgium",,English,15301435,0769521290
Scopus,Measuring Software Sustainability,"Planning and management of software sustainment is impaired by a lack of consistently applied, practical measures. Without these measures, it is impossible to determine the effect of efforts to improve sustainment practices. In this paper we provide a context for evaluating sustainability and discuss a set of measures developed at the Software Engineering Institute at Carnegie Mellon University.",,"Seacord R.C., Elm J., Goethert W., Lewis G.A., Plakosh D., Robert J., Wrage L., Lindvall M.",2003,Conference,"IEEE International Conference on Software Maintenance, ICSM",10.1109/ICSM.2003.1235455,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956617309&doi=10.1109%2fICSM.2003.1235455&partnerID=40&md5=82632fb30f46c3c9475a4346d3ec4bb4,"Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, United States",IEEE Computer Society,English,,769519059
Scopus,Effort estimation for corrective software maintenance,"This paper reports on an empirical study aiming at constructing cost estimation models for corrective maintenance projects. Data available were collected from five maintenance projects currently carried out by a large software enterprise. The resulting models, constructed using multivariate linear regression techniques, allow to estimate the costs of a project conducted according to the adopted maintenance processes. Model performances on future observations were achieved by taking into account different corrective maintenance task typologies, each affecting the effort in a different way, and assessed by means of a cross validation which guarantees a nearly unbiased estimate of the prediction error. The constructed models are currently adopted by the subject company. Copyright 2002 ACM.","D.2.8 [Software Engineering]: Management - software maintenance, cost estimation; Experimentation; Management; Measurement","De Lucia A., Pompella E., Stefanucci S.",2002,Conference,ACM International Conference Proceeding Series,10.1145/568760.568831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953732532&doi=10.1145%2f568760.568831&partnerID=40&md5=12423578292f6cdae56f2d6e198e6703,"RCOST - Department of Engineering, University of Sannio, Palazzo Bosco Lucarelli, Piazza Roma, 82100 Benevento, Italy; EDS Italia Software S.p.A., Viale Edison - Loc. Lo Uttaro, 81100 Caserta, Italy",,English,,1581135564; 9781581135565
Scopus,Software effort estimation based on the optimal Bayesian belief network,"In this paper, we present a model for software effort (person-month) estimation based on three levels Bayesian network and 15 components of COCOMO and software size. The Bayesian network works with discrete intervals for nodes. However, we consider the intervals of all nodes of network as fuzzy numbers. Also, we obtain the optimal updating coefficient of effort estimation based on the concept of optimal control using Genetic algorithm and Particle swarm optimization for the COCOMO NASA database. In the other words, estimated value of effort is modified by determining the optimal coefficient. Also, we estimate the software effort with considering software quality in terms of the number of defects which is detected and removed in three steps of requirements specification, design and coding. If the number of defects is more than the specified threshold then the model is returned to the current step and an additional effort is added to the estimated effort. The results of model indicate that optimal updating coefficient obtained by genetic algorithm increases the accuracy of estimation significantly. Also, results of comparing the proposed model with the other ones indicate that the accuracy of the model is more than the other models. © 2016 Elsevier B.V.",Bayesian belief network; Optimal control; Software effort estimation; Software quality,"Zare F., Khademi Zare H., Fallahnezhad M.S.",2016,Journal,Applied Soft Computing Journal,10.1016/j.asoc.2016.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994803389&doi=10.1016%2fj.asoc.2016.08.004&partnerID=40&md5=9dd4f75f2a76d9fa4a26c19f29ada560,"Department of Industrial Engineering, Yazd University, Yazd, Iran",Elsevier Ltd,English,15684946,
Scopus,A survey on the characteristics of projects with success in delivering client benefits,"Context A large waste of resources in software development projects currently results from being unable to produce client benefits. Objective The main objective is to better understand the characteristics of successful software projects and contribute to software projects that are more likely to produce the planned client benefits. Method We asked 63 Norwegian software professionals, representing both the client and the provider role, to report information about their last completed project. In a follow-up survey with 64 Norwegian software professionals, we addressed selected findings from the first survey. Results The analysis of the project information showed the following: i) The project management triangle criteria of being on time, on budget, and having the specified functionality are poor correlates of the essential success dimension client benefits. ii) Benefit management planning before the project started and benefit management activities during project execution were connected with success in delivering client benefits. iii) Fixed-price projects and projects in which the selection of providers had a strong focus on low price were less successful in delivering project benefits than other projects. iv) Agile projects were in general more successful than other projects, but agile projects without flexible scope to reflect changed user needs and learning, or without frequent delivery to the client, had less than average success in delivering client benefits. Conclusions The software projects that were successful in delivering client benefits differed from the less successful ones in several ways. In particular, they applied benefit management practices during project execution, they avoided fixed-price contracts, they had less focus on low price in the selection of providers, and they applied the core agile practices - frequent delivery to the client and scope flexibility. © 2016 Elsevier B.V. All rights reserved.",Client benefits; Project success factors; Software projects; Survey,Jørgensen M.,2016,Journal,Information and Software Technology,10.1016/j.infsof.2016.05.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971643798&doi=10.1016%2fj.infsof.2016.05.008&partnerID=40&md5=8431616f5b108c14524aae8a0f929bc8,"Simula Research Laboratory, P.O. Box 134, Lysaker, Norway",Elsevier B.V.,English,09505849,
Scopus,A framework for comparing multiple cost estimation methods using an automated visualization toolkit,"Context: The importance of accurate predictions in Software Cost Estimation and the related challenging research problems, led to the introduction of a plethora of methodologies in literature. However, the wide variety of cost estimation methods, the techniques for improving them and the different measures of accuracy have caused new problems such as the inconsistent findings and the conclusion instability. Today, there is a confusion regarding the choice of the most appropriate method for a specific dataset and therefore a need for well-established statistical frameworks as well as for automated tools that will reinforce and lead a comprehensive experimentation and comparison process, based on the thorough study of the cost estimation errors. © 2014 Elsevier B.V. All rights reserved.",Automated tools; Graphical comparison; Prediction models; REC curves; Software Cost Estimation,"Mittas N., Mamalikidis I., Angelis L.",2015,Conference,Information and Software Technology,10.1016/j.infsof.2014.05.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922596154&doi=10.1016%2fj.infsof.2014.05.010&partnerID=40&md5=e7a63e81c5b572c0a63204a58a3f1432,"Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, 54124, Greece; Department of Electrical Engineering, Technological Educational Institute of Kavala, Kavala, 65404, Greece",Elsevier B.V.,English,09505849,
Scopus,The value of software sizing,"Context: One of the difficulties faced by software development Project Managers is estimating the cost and schedule for new projects. Previous industry surveys have concluded that software size and cost estimation is a significant technical area of concern. In order to estimate cost and schedule it is important to have a good understanding of the size of the software product to be developed. There are a number of techniques used to derive software size, with function points being amongst the most documented. Objective: In this paper we explore the utility of function point software sizing techniques when applied to two levels of software requirements documentation in a commercial software development organisation. The goal of the research is to appraise the value (cost/benefit) which functional sizing techniques can bring to the project planning and management of software projects within a small-to-medium sized software development enterprise (SME). Method: Functional counts were made at the bid and detailed functional specification stages for each of five commercial projects used in the research. Three variants of the NESMA method were used to determine these function counts. Through a structured interview session, feedback on the sizing results was obtained to evaluate its feasibility and potential future contribution to the company. Results: The results of our research suggest there is value in performing size estimates at two appropriate stages in the software development lifecycle, with simplified methods providing the optimal return on effort expended. Conclusion: The 'Estimated NESMA' is the most appropriate tool for use in size estimation for the company studied. The use of software sizing provides a valuable contribution which would augment, but not replace, the company's existing cost estimation approach. © 2011 Elsevier B.V. All rights reserved.",Empirical software engineering; Function points; NESMA; Project planning; Size metrics; Software size estimation,"Wilkie F.G., McChesney I.R., Morrow P., Tuxworth C., Lester N.G.",2011,Journal,Information and Software Technology,10.1016/j.infsof.2011.05.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051669402&doi=10.1016%2fj.infsof.2011.05.008&partnerID=40&md5=04e0743d1ada12169024fd25590b5b4a,"School of Computing and Mathematics, University of Ulster, Newtownabbey, Co. Antrim BT37 0QB, United Kingdom; Equiniti ICS Limited, 205 Airport Road West, Belfast BT3 9ED, United Kingdom; Information Services Directorate, University of Ulster, Newtownabbey, Co. Antrim BT37 0QB, United Kingdom",,English,09505849,
Scopus,Improving the reliability of transaction identification in use cases,"Context: The concept of transactions is used in Use Case Points (UCP), and in many other functional size measurement methods, to capture the smallest unit of functionality that should be considered while measuring the size of a system. Unfortunately, in the case of the UCP method at least four methods for use-case transaction identification have been proposed so far. The different approaches to transaction identification and difficulties related to the analysis of requirements expressed in natural language can lead to problems in the reliability of functional size measurement. Objective: The goal of this study was to evaluate reliability of transaction identification in use cases (with the methods mentioned in the literature), analyze their weaknesses, and propose some means for their improvement. Method: A controlled experiment on a group of 120 students was performed to investigate if the methods for transaction identification, known from the literature, provide similar results. In addition, a qualitative analysis of the experiment data was performed to investigate the potential problems related to transaction identification in use cases. During the experiment a use-case benchmark specification was used. The automatic methods for transaction identification, proposed in the paper have been validated using the same benchmark by comparing the outcomes provided by these methods to on-average number of transactions identified by the participants of the experiment. Results: A significant difference in the median number of transactions was observed between groups using different methods of transaction identification. The Kruskal-Wallis test was performed with the significance level α set to 0.05 and followed by the post-hoc analysis performed according to the procedure proposed by Conover. Also a large intra-method variability was observed. The ratios between the maximum and minimum number of transactions identified by the participants using the same method were equal to 1.96, 3.83, 2.03, and 2.21. The proposed automatic methods for transaction identification provided results consistent with those provided by the participants of the experiment and functional measurement experts. The relative error between the number of transaction identified by the tool and on-average number of transactions identified by the participants of the experiment ranged from 3% to 7%. Conclusions: Human-performed transaction identification is error prone and quite subjective. Its reliability can be improved by automating the process with the use of natural language processing techniques. © 2011 Elsevier B.V. All rights reserved.",Functional size measurement; Natural language processing; Use Case Points; Use-case transactions,"Ochodek M., Alchimowicz B., Jurkiewicz J., Nawrocki J.",2011,Conference,Information and Software Technology,10.1016/j.infsof.2011.02.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957479773&doi=10.1016%2fj.infsof.2011.02.004&partnerID=40&md5=9bdaf2575d3ffb4e323e8698580828f8,"Poznan University of Technology, Institute of Computing Science, ul. Piotrowo 2, 60-965 Poznań, Poland",,English,09505849,
Scopus,Effort estimation for enterprise resource planning implementation projects using social choice - a comparative study,"ERP implementation projects have received enormous attention in the last years, due to their importance for organisations, as well as the costs and risks involved. The estimation of effort and costs associated with new projects therefore is an important topic. Unfortunately, there is still a lack of models that can cope with the special characteristics of these projects. As the main focus lies in adapting and customising a complex system, and even changing the organisation, traditional models like COCOMO can not easily be applied. In this article, we will apply effort estimation based on social choice in this context. Social choice deals with aggregating the preferences of a number of voters into a collective preference, and we will apply this idea by substituting the voters by project attributes. Therefore, instead of supplying numeric values for various project attributes, a new project only needs to be placed into rankings per attribute, necessitating only ordinal values, and the resulting aggregate ranking can be used to derive an estimation. We will describe the estimation process using a data set of 39 projects, and compare the results to other approaches proposed in the literature. © 2010 Taylor & Francis.",cost estimation; DEA; ERP; product metrics; social choice,"Koch S., Mitlöhner J.",2010,Journal,Enterprise Information Systems,10.1080/17517575.2010.496494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955546000&doi=10.1080%2f17517575.2010.496494&partnerID=40&md5=ccfa0e701531b5869f1136d19aa45c6b,"Department of Management, Bogazici University, Istanbul, Turkey; Institute for Information Business, WU-Vienna University of Economics and Business, Vienna, Austria",,English,17517575,
Scopus,Transparent combination of expert and measurement data for defect prediction - An industrial case study,"Defining strategies on how to perform quality assurance (QA) and how to control such activities is a challenging task for organizations developing or maintaining software and software-intensive systems. Planning and adjusting QA activities could benefit from accurate estimations of the expected defect content of relevant artifacts and the effectiveness of important quality assurance activities. Combining expert opinion with commonly available measurement data in a hybrid way promises to overcome the weaknesses of purely data-driven or purely expert-based estimation methods. This article presents a case study of the hybrid estimation method HyDEEP for estimating defect content and QA effectiveness in the telecommunication domain. The specific focus of this case study is the use of the method for gaining quantitative predictions. This aspect has not been empirically analyzed in previous work. Among other things, the results show that for defect content estimation, the method performs significantly better statistically than purely data-based methods, with a relative error of 0.3 on average (MMRE). © 2010 ACM.",defect content; effectiveness; hybrid estimation; HyDEEP,"Kläs M., Elberzhager F., Münch J., Hartjes K., Von Graevemeyer O.",2010,Conference,Proceedings - International Conference on Software Engineering,10.1145/1810295.1810313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954729204&doi=10.1145%2f1810295.1810313&partnerID=40&md5=edba6f4441b81b1a8d2b90839d676b24,"Fraunhofer Institute for Experimental Software Engineering, Fraunhofer-Platz 1, 67663 Kaiserslautern, Germany; Deutsche Telekom AG, Kampstraße 106, 44137 Dortmund, Germany; Deutsche Telekom AG, Hamburger Allee 25a, 30161 Hannover, Germany",,English,02705257,9781605587196
Scopus,Software cost estimation using computational intelligence techniques,"This paper presents computational intelligence techniques for software cost estimation. We proposed a new recurrent architecture for Genetic Programming (GP) in the process. Three linear ensembles based on (i) arithmetic mean (ii) geometric mean and (iii) harmonic mean are implemented. We also performed GP based feature selection. The efficacy of these techniques viz Multiple Linear Regression, Polynomial Regression, Support Vector Regression, Classification and Regression Tree, Multivariate Adaptive Regression Splines, Multilayer FeedForward Neural Network, Radial Basis Function Neural Network, Counter Propagation Neural Network, Dynamic Evolving Neuro-Fuzzy Inference System, Tree Net, Group Method of Data Handling and Genetic Programming has been tested on the International Software Benchmarking Standards Group (ISBSG) release 10 dataset. Ten-fold cross validation is performed throughout the study. The results obtained from our experiments indicate that new recurrent architecture for Genetic Programming outperformed all the other techniques. ©2009 IEEE.",Classification and Regression Tree (CART); Counter Propagation Neural Network (CPNN); Dynamic Evolving Neuro-Fuzzy Inference System (DENFIS); Genetic Programming (GP); Group Method of Data Handling (GMDH); Multilayer FeedForward Neural Network (MPFF); Multiple Linear Regression (MLR); Multivariate Adaptive Regression Splines (MARS); Polynomial regression; Radial Basis Function Neural Network (RBF); Support Vector Regression (SVR); Tree net,"Pahariya J.S., Ravi V., Carr M.",2009,Conference,"2009 World Congress on Nature and Biologically Inspired Computing, NABIC 2009 - Proceedings",10.1109/NABIC.2009.5393534,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949583526&doi=10.1109%2fNABIC.2009.5393534&partnerID=40&md5=4a19e3bb225311c901ce334aafc46e74,"Institute for Development and Research in Banking Technology, Castle Hills Road #1, Masab Tank, Hyderabad 500 057, AP, India",,English,,9781424456123
Scopus,Best practices in software measurement: How to use metrics to improve project and process performance,"Manfred Bundschuh is IT quality manager with AXA Service AG, Cologne, Germany as well as president of DASMA e.V., the German metrics organization. © Springer-Verlag Berlin Heidelberg 2005. All rights are reserved.",,"Ebert C., Dumke R., Bundschuh M., Schmietendorf A.",2007,Book,Best Practices in Software Measurement: How to use Metrics to Improve Project and Process Performance,10.1007/b138013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891983644&doi=10.1007%2fb138013&partnerID=40&md5=352d71865b4cb8b853216702499614e9,"Alcatel, 54 rue la Boetie, 75008 Paris, France; Otto-von-Guericke-Universität Magdeburg, Postfach 4120, 39016 Magdeburg, Germany; Fachbereich Informatik, Fachhochschule Köln, Am Sandberg 1, 51643 Gummersbach, Germany; T-Systems Nova, Postfach 652, 13509 Berlin, Germany",Springer Berlin Heidelberg,English,,3540208674; 9783540716488
Scopus,Improving effort estimation accuracy by weighted grey relational analysis during software development,"Grey relational analysis (GRA), a similarity-based method, presents acceptable prediction performance in software effort estimation. However, we found that conventional GRA methods only consider non-weighted conditions while predicting effort. Essentially, each feature of a project may have a different degree of relevance in the process of comparing similarity. In this paper, we propose six weighted methods, namely, non-weight, distance-based weight, correlative weight, linear weight, nonlinear weight, and maximal weight, to be integrated into GRA. Three public dataseis are used to evaluate the accuracy of the weighted GRA methods. Experimental results show that the weighted GRA performs better precision than the non-weighted GRA. Specifically, the linearly weighted GRA greatly improves accuracy compared with the other weighted methods. To sum up, the weighted GRA not only can improve the accuracy of prediction but is an alternative method to be applied to software development life cycle. © 2007 IEEE.",Grey relational analysis (GRA); Software development; Software effort estimation; Software project management; Weighted GRA,"Hsu C.-J., Huang C.-Y.",2007,Conference,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",10.1109/APSEC.2007.63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949178376&doi=10.1109%2fAPSEC.2007.63&partnerID=40&md5=51e5e63c0d975c96bb8139f5ac49d406,"Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan",,English,15301362,0769530575; 9780769530574
