"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H6RW9Y6V","journalArticle","2019","Volk, John M.; Turner, Matthew A.","PRMS-Python: A Python framework for programmatic PRMS modeling and access to its data structures","Environmental Modelling & Software","","1364-8152","10.1016/j.envsoft.2019.01.006","http://www.sciencedirect.com/science/article/pii/S1364815218308004","A persistent problem in numerical hydrologic modeling, is tracking provenance or how particular data came to be. With multiple modules available for individual flux parameterizations and over 100 parameters, the Precipitation-Runoff Modeling System (PRMS) is a perfect example of why it is such a challenge to track the history of input and output of complex models. We present a lightweight, object-oriented Python framework with programmatic tools for management and visualization using PRMS as an example platform. Within this framework, a modeler can write intuitive code for a myriad of basic or advanced applications. The framework also includes methods that, for example, apply systematic or stochastic parameter modifications while simultaneously saving metadata on which parameters were varied and with what improvement in performance. We include a case study that uses built in Monte Carlo parameter resampling for global sensitivity analysis of eight PRMS parameters related to estimation of shortwave solar radiation.","2019-04-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:24","152-165","","","114","","Environmental Modelling & Software","PRMS-Python","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/WK7I7E5F/S1364815218308004.html","","","Framework; Parameter sensitivity; PAWN; PRMS; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXVUQN6W","journalArticle","2018","Knox, Stephen; Meier, Philipp; Yoon, Jim; Harou, Julien J.","A python framework for multi-agent simulation of networked resource systems","Environmental Modelling & Software","","1364-8152","10.1016/j.envsoft.2018.01.019","http://www.sciencedirect.com/science/article/pii/S1364815217312136","Modelling managed resource systems can involve the integration of multiple software modules into a single codebase. These modules are often written by non-software specialists, using heterogeneous terminologies and modelling approaches. One approach to model integration is to use a central structure to which each external module connects. This common interface acts as an agreed mode of communication for all contributors. We propose the Python Network Simulation (Pynsim) Framework, an open-source library for building simulation models of networked systems. Pynsim's central structure is a network, but it also supports non-physical entities like organisational hierarchies. We present two case studies using Pynsim which demonstrate how its use can lead to flexible and maintainable simulation models. First is a multi-agent model simulating the hydrologic and human components of Jordan's water system. The second uses a multi-objective evolutionary algorithm to identify the best locations for new run-of-river power plants in Switzerland.","2018-05-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:25","16-28","","","103","","Environmental Modelling & Software","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/QD67HG5N/S1364815217312136.html; /Users/Pablo/Zotero/storage/Q8R9Y22D/Knox et al. - 2018 - A python framework for multi-agent simulation of n.pdf","","","Modelling framework; Open source; Python; Simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A45C7UBP","journalArticle","2020","Zhang, Yifei; Cao, Jia","GSimPy: A Python package for measuring group similarity","SoftwareX","","2352-7110","10.1016/j.softx.2020.100526","http://www.sciencedirect.com/science/article/pii/S2352711019303590","In this paper, we present an open source Python package—GSimPy, which can measure similarity between items and groups that satisfy GIE model. GIE model is a Group–Item–Element model commonly used in many fields such as biology. GSimPy can help manage scientists’ customized data and provide a random model as a reference to evaluate similarity results. Visualization tools are also supported to make analysis results more interpretable.","2020-07-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:25","100526","","","12","","SoftwareX","GSimPy","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/R9NV9SZ2/S2352711019303590.html","","","Group similarity; Group–Item–Element Model; Python package","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TC745QI","journalArticle","2020","Ravasi, Matteo; Vasconcelos, Ivan","PyLops—A linear-operator Python library for scalable algebra and optimization","SoftwareX","","2352-7110","10.1016/j.softx.2019.100361","http://www.sciencedirect.com/science/article/pii/S2352711019301086","Linear operators and optimization are at the core of many algorithms used in signal and image processing, remote sensing, and inverse problems. For small to medium-scale problems, existing software packages (e.g., MATLAB, Python NumPy and SciPy) allow to explicitly build dense or sparse matrices and perform algebraic operations with syntax that closely represents their equivalent mathematical notation. However, many real-application, large-scale operators do not lend themselves to explicit matrix representations, usually forcing practitioners to forego the convenient linear-algebra syntax available for their explicit-matrix counterparts. PyLops is an open-source Python library providing a flexible framework for the creation and combination of so-called linear operators, class-based entities that represent matrices and inherit their associated syntax convenience, but do not rely on the creation of explicit matrices. We show that PyLops operators can dramatically reduce the memory load and CPU computations compared to explicit-matrix calculations, while still allowing users to seamlessly use their existing knowledge of compact matrix-based syntax that scales to any problem size because no explicit matrices are required.","2020-01-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:26","100361","","","11","","SoftwareX","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/WEHWI8QI/S2352711019301086.html; /Users/Pablo/Zotero/storage/PU2XQRE9/Ravasi and Vasconcelos - 2020 - PyLops—A linear-operator Python library for scalab.pdf","","","Inverse problems; Linear algebra; Linear operator; Optimization; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEQX6RCD","journalArticle","2020","Moshiri, N.","TreeSwift: A massively scalable Python tree package","SoftwareX","","2352-7110","10.1016/j.softx.2020.100436","http://www.sciencedirect.com/science/article/pii/S2352711019300767","Phylogenetic trees are essential to evolutionary biology, and numerous methods exist that attempt to extract phylogenetic information applicable to a wide range of disciplines, such as epidemiology and metagenomics. Currently, the three main Python packages for trees are Bio.Phylo, DendroPy, and the ETE Toolkit, but as dataset sizes grow, parsing and manipulating ultra-large trees becomes impractical for these tools. To address this issue, we present TreeSwift, a user-friendly and massively scalable Python package for traversing and manipulating trees that is ideal for algorithms performed on ultra-large trees.","2020-01-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:26","100436","","","11","","SoftwareX","TreeSwift","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/LMEHLRWD/S2352711019300767.html","","","Phylogenetics; Python; Scalable; Tree traversal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8ZKKMJH","journalArticle","2019","Shende, Ravindra; Gupta, Gourav; Macherla, Subash","Determination of an inflection point for a dosimetric analysis of unflattened beam using the first principle of derivatives by python code programming","Reports of Practical Oncology & Radiotherapy","","1507-1367","10.1016/j.rpor.2019.07.009","http://www.sciencedirect.com/science/article/pii/S1507136719300598","Background Practice of Unflattened or Flattening filter free (FFF) beam has become the high dose standard in radiotherapy (RT), such as stereotactic radio-surgery (SRS) and stereotactic radiotherapy (SRT). The removal of a flattening filter (FF) from the path of a photon beam alters the characteristics of FFF beam. Since the conventional route for dosimetric analysis of FF beam cannot be applied to FFF beam, the procedure of analyzing beam characteristics for FFF beam based on inflection points (IPs) is used. IP is a point where the concavity change observed corresponds to its change in sign (±) of the second derivative. Aim The objective of the study is to determine IPs for dosimetric analysis of the FFF beam profile. Methods and materials In this study, IPs are determined through the python code programming based on the mathematical first principle of the derivative. They are compared with IPs estimated by the conventional graphical manual method using Microsoft Excel (MS). IPs and their dependent dosimetric parameters determined by both mathematical and graphical manual methods are compared. Result Percentage differences between the IPs determined by both methods, for 6MVFFF inline and crossline beam profile are found to be 2.7% and 0.8% respectively. Similarly, the average penumbra differences for 6MVFFF inline and crossline beam profile are found to be 0.15mm and 0.9mm, respectively. However, differences in the field width between both methods are found insignificant. Conclusion Graphical manual method is very time-consuming, tedious and user dependent. However, the mathematical method through python code programming is more precise, faster and independent of individual users.","2019-09-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:26","432-442","","5","24","","Reports of Practical Oncology & Radiotherapy","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/QLPHH556/S1507136719300598.html","","","Flattening filter free beam; Inflection point; Python programming; Radiation dosimetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JLH8GIN","journalArticle","2020","Brashears, J. Alex; Fokidis, H. Bobby; DeNardo, Dale F.","Fear-based aggression and its relationship to corticosterone responsiveness in three species of python","General and Comparative Endocrinology","","0016-6480","10.1016/j.ygcen.2019.113374","http://www.sciencedirect.com/science/article/pii/S0016648019302850","It has long been known that even closely related species can vary in their antipredator behavior, and in the last two decades there has been mounting interest in how these differences might relate to the hormonal stress response. We tested the relationship between fear-based aggression, a form of antipredator behavior, and plasma corticosterone levels in three species of python [Children’s Python (Antaresia childreni), Ball Python (Python regius), Bismarck Ring Python (Bothrochilus boa)]. We recorded the amount of striking in response to perturbation before and after a controlled, stressful confinement. We also measured plasma corticosterone levels prior to confinement, after confinement, and after confinement plus an adrenocorticotropin hormone (ACTH) injection, the later to induce a maximal corticosterone response. We performed among species analyses using two mixed models, and we determined between individual variance within each species to estimate repeatability. Bismarck Ring Pythons struck more than either Ball Pythons or Children’s Pythons, and Ball Pythons had a suppressed corticosterone response compared to Children’s and Bismarck Ring Pythons. Thus, mean species fear-based aggression correlated with species level differences in corticosterone profile. We also found evidence suggesting behaviors are repeatable within individuals. Our results point to a need for further exploration of aggression, anti-predator behavior, and corticosterone profile.","2020-04-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:26","113374","","","289","","General and Comparative Endocrinology","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/3BFA3PYX/S0016648019302850.html","","","Animal temperament; Defensive behavior; Glucocorticoid; Reptile; Snake; Stress coping styles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYQNV8RN","journalArticle","2018","Pocasangre, Carlos; Fujimitsu, Yasuhiro","A Python-based stochastic library for assessing geothermal power potential using the volumetric method in a liquid-dominated reservoir","Geothermics","","0375-6505","10.1016/j.geothermics.2018.07.009","http://www.sciencedirect.com/science/article/pii/S0375650518301135","We present a Python-based stochastic library for assessing geothermal power potential using the volumetric method in a liquid-dominated reservoir. The specific aims of this study are to use the volumetric method, “heat in place,” to estimate electrical energy production ability from a geothermal liquid-dominated reservoir, and to build a Python-based stochastic library with useful methods for running such simulations. Although licensed software is available, we selected the open-source programming language Python for this task. The Geothermal Power Potential Evaluation stochastic library (GPPeval) is structured as three essential objects including a geothermal power plant module, a Monte Carlo simulation module, and a tools module. In this study, we use hot spring data from the municipality of Nombre de Jesus, El Salvador, to demonstrate how the GPPeval can be used to assess geothermal power potential. Frequency distribution results from the stochastic simulation shows that this area could initially support a 9.16-MWe power plant for 25 years, with a possible expansion to 17.1 MWe. Further investigations into the geothermal power potential will be conducted to validate the new data.","2018-11-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:26","164-176","","","76","","Geothermics","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/DBU4G8Q8/S0375650518301135.html","","","El Salvador; Geothermal power potential; Monte Carlo; Open-source; Python; Volumetric method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXVVWKIC","journalArticle","2017","Fichera, Loris; Messina, Fabrizio; Pappalardo, Giuseppe; Santoro, Corrado","A Python framework for programming autonomous robots using a declarative approach","Science of Computer Programming","","0167-6423","10.1016/j.scico.2017.01.003","http://www.sciencedirect.com/science/article/pii/S0167642317300242","This paper describes PROFETA (standing for Python RObotic Framework for dEsigning sTrAtegies), a framework for the programming of autonomous robots based on the Belief-Desire-Intention (BDI) software model. PROFETA is inspired by AgentSpeak(L), a formal language for the creation of BDI software agents. The framework is implemented in Python, and utilizes the metaprogramming capabilities offered by this language to implement the operational semantics of AgentSpeak(L). PROFETA provides a flexible environment offering both traditional object-oriented imperative constructs and declarative constructs, enabling the definition of a robot's high-level behavior in a simple, natural way. The contributions of this paper, in the area of software design and development, are: (i) a methodology, equipped with suitable technical solutions, to extend the Python programming language with AgentSpeak(L) declarative constructs; and (ii) a unified environment enabling software components for robots to be developed using a single language (Python) within a single runtime environment (the Python virtual machine). A comparison between PROFETA and other similar frameworks is provided, illustrating common aspects and key differences.","2017-06-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:26","36-55","","","139","","Science of Computer Programming","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/HYA8LFB9/S0167642317300242.html","","","AgentSpeak(L); BDI model; Operator overloading; Python; Robot programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYEJL4T9","journalArticle","2020","Höllmer, Philipp; Qin, Liang; Faulkner, Michael F.; Maggs, A. C.; Krauth, Werner","JeLLyFysh-Version1.0 — a Python application for all-atom event-chain Monte Carlo","Computer Physics Communications","","0010-4655","10.1016/j.cpc.2020.107168","http://www.sciencedirect.com/science/article/pii/S0010465520300254","We present JeLLyFysh-Version1.0, an open-source Python application for event-chain Monte Carlo (ECMC), an event-driven irreversible Markov-chain Monte Carlo algorithm for classical N-body simulations in statistical mechanics, biophysics and electrochemistry. The application’s architecture mirrors the mathematical formulation of ECMC. Local potentials, long-range Coulomb interactions and multi-body bending potentials are covered, as well as bounding potentials and cell systems including the cell-veto algorithm. Configuration files illustrate a number of specific implementations for interacting atoms, dipoles, and water molecules. Program summary Program title: JeLLyFysh-Version1.0 Program files doi: http://dx.doi.org/10.17632/srrjt9493d.1 Licensing provisions: GNU GPLv3 Programming language: Python 3 Nature of problem: Event-chain Monte Carlo (ECMC) simulations for classical N-body simulations in statistical mechanics, biophysics and electrochemistry. Solution method: Event-driven irreversible Markov-chain Monte Carlo algorithm. Additional comments: The application is complete with sample configuration files, docstrings, and unittests. The manuscript is accompanied by a frozen copy of JeLLyFysh-Version1.0 that is made publicly available on GitHub (repository https://github.com/jellyfysh/JeLLyFysh, commit hash d453d497256e7270e8babc8e04d20fb6d847dee4).","2020-08-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","107168","","","253","","Computer Physics Communications","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/QNBYWHAI/S0010465520300254.html; /Users/Pablo/Zotero/storage/XXT2ATKP/Höllmer et al. - 2020 - JeLLyFysh-Version1.0 — a Python application for al.pdf","","","Event-chain algorithm; Irreversible Markov chain; Long-range potentials; Monte Carlo algorithm; N-body simulation; Python application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25EFT8CR","journalArticle","2017","Sarradj, Ennes; Herold, Gert","A Python framework for microphone array data processing","Applied Acoustics","","0003-682X","10.1016/j.apacoust.2016.09.015","http://www.sciencedirect.com/science/article/pii/S0003682X16302808","Acoular is an open source object-oriented Python package for microphone array data processing. It supports various methods for sound source characterization and mapping. The background of these methods, which rely on synchronously captured microphone signals, is shortly introduced, and the requirements for a software that implements these methods are discussed. The object-oriented design based on Python allows for easy-to-use scripting and graphical user interfaces, the practical combination with other data handling and scientific computing libraries, and the possibility to extend the software by implementing new processing methods with minimal effort. Built-in result caching and fast C++ based parallelized implementation of core routines is explained. Together with data handling procedures that can accommodate the huge amounts of measured data needed, this makes the application of Acoular to industrial-scale problems possible. Basic examples of Acoular use and extension are given.","2017-01-15","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","50-58","","","116","","Applied Acoustics","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/9PW55T2J/S0003682X16302808.html","","","Beamforming; Microphone array; Python; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX6UM7P6","journalArticle","2020","Lym, Jonathan; Wittreich, Gerhard R.; Vlachos, Dionisios G.","A Python Multiscale Thermochemistry Toolbox (pMuTT) for thermochemical and kinetic parameter estimation","Computer Physics Communications","","0010-4655","10.1016/j.cpc.2019.106864","http://www.sciencedirect.com/science/article/pii/S0010465519302516","Estimating the thermochemical properties of systems is important in many fields such as material science and catalysis. The Python multiscale thermochemistry toolbox (pMuTT) is a Python software library developed to streamline the conversion of ab-initio data to thermochemical properties using statistical mechanics, to perform thermodynamic analysis, and to create input files for kinetic modeling software. Its open-source implementation in Python leverages existing scientific codes, encourages users to write scripts for their needs, and allows the code to be expanded easily. The core classes developed include a statistical mechanical model in which energy modes can be included or excluded to suit the application, empirical models for rapid thermodynamic property estimation, and a reaction model to calculate kinetic parameters or changes in thermodynamic properties. In addition, pMuTT supports other features, such as Brønsted–Evans–Polanyi (BEP) relationships, coverage effects, and ab-initio phase diagrams. Program summary Program title: pMuTT Program files doi: http://dx.doi.org/10.17632/b7f7d28ynd.1 Licensing provisions: MIT license (MIT) Programming language: Python External routines: ASE, NumPy, Pandas, SciPy, Matplotlib, Pygal, PyMongo, dnspython Nature of problem: Conversion of ab-initio properties to thermochemical properties and rate constants is time consuming and error-prone. Solution method: Python package with a modular approach to statistical thermodynamics and rate constant estimation.","2020-02-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","106864","","","247","","Computer Physics Communications","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/GHM22S7R/S0010465519302516.html","","","Catalysis; Microkinetics; Rate constant; Statistical mechanics; Thermochemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKPTJH33","journalArticle","2011","Enkovaara, Jussi; Romero, Nichols A.; Shende, Sameer; Mortensen, Jens J.","GPAW - massively parallel electronic structure calculations with Python-based software","Procedia Computer Science","","1877-0509","10.1016/j.procs.2011.04.003","http://www.sciencedirect.com/science/article/pii/S1877050911000615","Electronic structure calculations are a widely used tool in materials science and large consumer of supercomputing resources. Traditionally, the software packages for these kind of simulations have been implemented in compiled languages, where Fortran in its different versions has been the most popular choice. While dynamic, interpreted languages, such as Python, can increase the effciency of programmer, they cannot compete directly with the raw performance of compiled languages. However, by using an interpreted language together with a compiled language, it is possible to have most of the productivity enhancing features together with a good numerical performance. We have used this approach in implementing an electronic structure simulation software GPAW using the combination of Python and C programming languages. While the chosen approach works well in standard workstations and Unix environments, massively parallel supercomputing systems can present some challenges in porting, debugging and profiling the software. In this paper we describe some details of the implementation and discuss the advantages and challenges of the combined Python/C approach. We show that despite the challenges it is possible to obtain good numerical performance and good parallel scalability with Python based software.","2011-01-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","17-25","","","4","","Procedia Computer Science","","Proceedings of the International Conference on Computational Science, ICCS 2011","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/JZVP3CBW/S1877050911000615.html","","","Density-functional theory; MPI; Numpy; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z68NEGF6","journalArticle","2019","Rose, Michael E.; Kitchin, John R.","pybliometrics: Scriptable bibliometrics using a Python interface to Scopus","SoftwareX","","2352-7110","10.1016/j.softx.2019.100263","http://www.sciencedirect.com/science/article/pii/S2352711019300573","We present a wrapper for the Scopus RESTful API written for Python 3. The wrapper allows users to access the Scopus database via user-friendly interfaces and can be used without prior knowledge of RESTful APIs. The package provides classes to interact with different Scopus APIs to retrieve information as diverse as citation counts, author information or document abstracts. Files are cached to speed up subsequent analysis. The package addresses all users of Scopus data, such as researchers working in Science of Science or evaluators. It facilitates reproducibility of research projects and enhances data integrity for researchers using Scopus data.","2019-07-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","100263","","","10","","SoftwareX","pybliometrics","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/FXTTHCXW/S2352711019300573.html","","","Bibliometrics; Python; Scientometrics; Scopus; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MB2ZQ25","journalArticle","2020","Herath, Uthpala; Tavadze, Pedram; He, Xu; Bousquet, Eric; Singh, Sobhit; Muñoz, Francisco; Romero, Aldo H.","PyProcar: A Python library for electronic structure pre/post-processing","Computer Physics Communications","","0010-4655","10.1016/j.cpc.2019.107080","http://www.sciencedirect.com/science/article/pii/S0010465519303935","The PyProcar Python package plots the band structure and the Fermi surface as a function of site and/or s,p,d,f - projected wavefunctions obtained for each k-point in the Brillouin zone and band in an electronic structure calculation. This can be performed on top of any electronic structure code, as long as the band and projection information is written in the PROCAR format, as done by the VASP and ABINIT codes. PyProcar can be easily modified to read other formats as well. This package is particularly suitable for understanding atomic effects into the band structure, Fermi surface, spin texture, etc. PyProcar can be conveniently used in a command line mode, where each one of the parameters define a plot property. In the case of Fermi surfaces, the package is able to plot the surface with colors depending on other properties such as the electron velocity or spin projection. The mesh used to calculate the property does not need to be the same as the one used to obtain the Fermi surface. A file with a specific property evaluated for each k-point in a k−mesh and for each band can be used to project other properties such as electron–phonon mean path, Fermi velocity, electron effective mass, etc. Another existing feature refers to the band unfolding of supercell calculations into predefined unit cells. Program summary Program Title: PyProcar Program Files doi: http://dx.doi.org/10.17632/d4rrfy3dy4.1 Licensing provisions: GPLv3 Programming language: Python Nature of problem: To automate, simplify and serialize the analysis of band structure and Fermi surface, especially for high throughput calculations. Solution method: Implementation of a Python library able to handle, combine, parse, extract, plot and even repair data from density functional calculations. PyProcar uses color maps on the band structures or Fermi surfaces to give a simple representation of the relevant characteristics of the electronic structure. Additional comments: Features: PyProcar can produce high-quality figures of band structures and Fermi surfaces (2D and 3D), projection of atomic orbitals, atoms, and/or spin components. Restrictions: Only the VASP package is currently fully supported, the latest version of Abinit is partially supported (it will be fully supported in the Abinit versions 9.x). The PROCAR file format can easily be implemented within any DFT code.","2020-06-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","107080","","","251","","Computer Physics Communications","PyProcar","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/4DADXM3J/S0010465519303935.html; /Users/Pablo/Zotero/storage/TZ3USVJT/Herath et al. - 2020 - PyProcar A Python library for electronic structur.pdf","","","Bandstructure; Condensed matter; DFT; Electronic properties; Fermi-surface; Python; Spin texture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLDR2XAH","journalArticle","2020","Ortner, Michael; Coliado Bandeira, Lucas Gabriel","Magpylib: A free Python package for magnetic field computation","SoftwareX","","2352-7110","10.1016/j.softx.2020.100466","http://www.sciencedirect.com/science/article/pii/S2352711020300170","This paper introduces Magpylib, a light-weight and free Python package used to compute magnetic fields of permanent magnets, currents and moments based on analytical models. The package features a user-friendly interface to create, manipulate, group and visualize such magnetic sources, and to compute the field they generate. We present an overview of structure and functionality of Magpylib, followed by a discussion of possible applications and examples of magnetic system design. Special attention is given to computational performance possibilities in this context.","2020-01-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","100466","","","11","","SoftwareX","Magpylib","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/5GPYQ3GJ/S2352711020300170.html","","","Analytical solution; Magnetic field; Magnetic system design; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CW94N5Z5","journalArticle","2020","da Silva Vasconcelos, Eliton; Kalinin, Ana Lúcia; Cipriano, Rafael Correa; dos Santos Beserra, Samuel; Lopes, André Guelli; da Costa Leite, Cléo Alcântara; Monteiro, Diana Amaral","Effects of feeding and digestion on myocardial contractility and expression of calcium-handling proteins in Burmese pythons (Python molurus)","Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology","","1096-4959","10.1016/j.cbpb.2019.110371","http://www.sciencedirect.com/science/article/pii/S1096495919303306","Pythons are important models of studies on postprandial metabolism because their physiological responses are exacerbated when digesting large prey. Prior studies of these animals have shown hypertrophy of the cardiac tissue 2 to 3 days after feeding, coinciding with the peak of the specific dynamic action (SDA), but the consequences of this remodeling in myocardial contractility have not been studied, which is the purpose of this work. Specimens of Python molurus were divided into two groups: a Digesting group (2 days after feeding, at the peak of SDA), and a Fasting group (28 days after feeding). When compared to the Fasting group, the Digesting group showed higher relative ventricular mass and calcium-handling protein expression such as sarcoplasmic reticulum Ca2+-ATPase (SERCA), phospholamban (PLB), and the Na+/Ca2+ exchanger (NCX). Digesting pythons also exhibited significant increases in the cardiac contraction force (Fc), rates of force development and relaxation, and cardiac pumping capacity. Therefore, the higher SERCA, PLB and NCX expression levels increased cytosolic Ca2+ transient amplitude, improving myofilament force. These changes are crucial to maintain cardiac output and a relatively high and continuous blood flow required by metabolic expenditure that occurs in postprandial animals.","2020-02-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:27","110371","","","240","","Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/5S6HXHPG/S1096495919303306.html","","","Cardiac function; NCX; PLB; SERCA; Snake; Specific dynamic action","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
