"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U96PP8QZ","journalArticle","1987","Ejiogu, L O","The critical issues of software metrics part 0: perspectives on software measurements","ACM SIGPLAN Notices","","0362-1340","10.1145/24697.24702","http://doi.org/10.1145/24697.24702","","1987-03-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:03","59–64","","3","22","","SIGPLAN Not.","The critical issues of software metrics part 0","","","","","","","","","","","","March 1987","","","","/Users/Pablo/Zotero/storage/XAMLTDL8/Ejiogu - 1987 - The critical issues of software metrics part 0 pe.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTWMQKVY","journalArticle","1982","Cook, Michael L.","Software metrics: an introduction and annotated bibliography","ACM SIGSOFT Software Engineering Notes","","0163-5948","10.1145/1005937.1005946","http://doi.org/10.1145/1005937.1005946","Software metrics, an area of software engineering, is concerned with various measurements of computer software and its development. Software metrics, its importance, some current areas of investigation, and problems are described. An annotated bibliography of work in software metrics is included.I often say that when you can measure what you are speaking about, and express it in numbers, you know something about it; but when you cannot measure it, when you cannot express it in numbers, your knowledge is of a meagre and unsatisfactory kind: it may be the beginning of knowledge, but you have scarcely, in you thoughts, advanced to the stage of science, whatever the matter may be.---Lord Kelvin, Popular Lectures and Addresses, volume 1, 1889","1982-04-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:04","41–60","","2","7","","SIGSOFT Softw. Eng. Notes","Software metrics","","","","","","","","","","","","April 1982","","","","/Users/Pablo/Zotero/storage/W4P52RUT/Cook - 1982 - Software metrics an introduction and annotated bi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PVVTZCU","journalArticle","1989","Kokol, P.","Using spreadsheet software to support metric's life cycle activities","ACM SIGPLAN Notices","","0362-1340","10.1145/66068.66069","http://doi.org/10.1145/66068.66069","The application of the spreadsheet software in the field of software measurement technology is disccussed. A model of metric's life cycle is defined and used together with the spreadsheet software to develop a new class of complexity metrics, called Hybrid metrics. Theirs evaluation has shown that they are supperior to most other complexity metrics in estimating development times and allocating testing resources. Finally, the spreadsheet and conventional programming are compared, and it is not unreasonable to state that spreadsheet better supports activities performd during metric's life cycle then conventional programming.","1989-05-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:06","27–37","","5","24","","SIGPLAN Not.","","","","","","","","","","","","","May 1989","","","","/Users/Pablo/Zotero/storage/WRLYH4YC/Kokol - 1989 - Using spreadsheet software to support metric's lif.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVDJZC45","conferencePaper","2009","Virani, Shamsnaz; Etzkorn, Letha; Gholston, Sampson; Farrington, Phillip; Utley, Dawn; Fortune, Julie","Investigation of domain effects on software","Proceedings of the 47th Annual Southeast Regional Conference","978-1-60558-421-8","","10.1145/1566445.1566496","http://doi.org/10.1145/1566445.1566496","It has been stated that there is very less variability in cohesion, coupling and complexity of software packages within specific domains such as Graphical User Interface (GUI). This implies that software metrics show low variability within single domain and high variability between domains. This paper investigates the domain issue by creating hierarchical model of four different domains and two software packages within each domain. Metrics are collected on each package and compared against the domains and packages. Results confirm metrics are not domain centric.","2009-03-19","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","1–5","","","","","","","ACM-SE 47","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/HBEHB6H5/Virani et al. - 2009 - Investigation of domain effects on software.pdf","","","cohesion; complexity; coupling; domain effects; software metrics; software quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDHNT8PK","conferencePaper","2009","Niedermayer, M.; Richter, C.; Hefer, J.; Guttowski, S.; Reichl, H.","SENESCOPE: A design tool for cost optimization of wireless sensor nodes","Proceedings of the 2009 International Conference on Information Processing in Sensor Networks","978-1-4244-5108-1","","","","The market of wireless sensor networks is permanently growing due to the declining costs of sensor nodes. This paper presents a new approach for the hardware design of sensor networks based on a multi-criteria cost optimization by means of evolutionary algorithms. During an automated selection procedure of several implementation variants, not only expenditures for development and fabrication are considered, but also additional objectives like time to market or process complexity. A design tool was realized in order to support the development of very cost-efficient sensor networks. The integration of specific cost models allows the designer to identify the appropriate architecture variants and technology options. The verification of the design tool resulted in valuable knowledge about sensor nodes especially for specific application scenarios. A prototype for condition monitoring was designed and discussed regarding options for cost optimization.","2009-04-13","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","313–324","","","","","","SENESCOPE","IPSN '09","","","","IEEE Computer Society","USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/QF2UU3Q8/Niedermayer et al. - 2009 - SENESCOPE A design tool for cost optimization of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EF5AQQJY","journalArticle","2009","Doernhoefer, Mark","Surfing the net for software engineering notes","ACM SIGSOFT Software Engineering Notes","","0163-5948","10.1145/1640162.1655275","http://doi.org/10.1145/1640162.1655275","","2009-12-03","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:11","11–20","","6","34","","SIGSOFT Softw. Eng. Notes","","","","","","","","","","","","","November 2009","","","","/Users/Pablo/Zotero/storage/RF468KXB/Doernhoefer - 2009 - Surfing the net for software engineering notes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJKQMN37","journalArticle","2015","Doernhoefer, Mark","Surfing the Net for Software Engineering Notes","ACM SIGSOFT Software Engineering Notes","","0163-5948","10.1145/2693208.2693213","http://doi.org/10.1145/2693208.2693213","","2015-02-06","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:13","10–18","","1","40","","SIGSOFT Softw. Eng. Notes","","","","","","","","","","","","","January 2015","","","","/Users/Pablo/Zotero/storage/LYITWNHK/Doernhoefer - 2015 - Surfing the Net for Software Engineering Notes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCWSGLAH","conferencePaper","1991","Chidamber, Shyam R.; Kemerer, Chris F.","Towards a metrics suite for object oriented design","Conference proceedings on Object-oriented programming systems, languages, and applications","978-0-201-55417-5","","10.1145/117954.117970","http://doi.org/10.1145/117954.117970","","1991-11-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","197–211","","","","","","","OOPSLA '91","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/KND2SYQN/Chidamber and Kemerer - 1991 - Towards a metrics suite for object oriented design.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VDLE44F","journalArticle","2011","Singh, Yogesh; Bhatia, Pradeep Kumar; Sangwan, Omprakash","Software reusability assessment using soft computing techniques","ACM SIGSOFT Software Engineering Notes","","0163-5948","10.1145/1921532.1921548","http://doi.org/10.1145/1921532.1921548","Software reuse, widely used now a days, is the development of software using some existing software components. In this paper we have proposed a model based on four parameters: Changeability, Interface Complexity, Understandability of Software and Documentation Quality for accessing software reusability levels using soft computing techniques viz. Fuzzy Logic, Neural Network and Neuro-Fuzzy. The proposed model using Neuro-Fuzzy technique is trained well and predicts satisfactory results with MARE 22% (21% for validation set 2) and MRE 0.007% (0.04 for validation set 2) when compared with other soft computing techniques.","2011-01-24","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:16","1–7","","1","36","","SIGSOFT Softw. Eng. Notes","","","","","","","","","","","","","January 2011","","","","/Users/Pablo/Zotero/storage/33DI3NJK/Singh et al. - 2011 - Software reusability assessment using soft computi.pdf","","","and documentation quality; changeability; fuzzy logic; interface complexity; neural networks; neuro-fuzzy; software reusability; understandability of software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJGK8YXW","conferencePaper","2008","Garcia, Carlos Augusto Lombardi; Hirata, Celso Massaki","Integrating functional metrics, COCOMO II and earned value analysis for software projects using PMBoK","Proceedings of the 2008 ACM symposium on Applied computing","978-1-59593-753-7","","10.1145/1363686.1363873","http://doi.org/10.1145/1363686.1363873","Nowadays, Function Point and Use Case Point metrics have been largely adopted in the software industry to measure the size of the development work of the project. Metrics should be used in conjunction with estimating techniques such as COCOMO. There has been an increasing interest in monitoring and controlling project performance. Earned Value Analysis present itself as an easy-to-understand technique that helps to monitor and control project's performance. This article presents a sequence of steps which allows the integration of software functional sizing metrics, COCOMO II and Earned Value Analysis in the processes recommended by the PMBoK for planning and controlling software development projects. The goal of such a sequence of steps is to help project managers to plan, monitor and control software development projects using the PMBoK and software functional metrics. The two metrics were chosen as the basic units due to their large acceptance by industry. COCOMO is a technique largely adopted in the software engineering area. A case study using an actual software project data was undertaken to evaluate our proposal. An add-in for Microsoft Project tool was developed to support that such a sequence of steps can be automated and integrated.","2008-03-16","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","820–825","","","","","","","SAC '08","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/U79UUAL5/Garcia and Hirata - 2008 - Integrating functional metrics, COCOMO II and earn.pdf","","","COCOMO II; earned value analysis; function points; PMBOK; use case points","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETTCX3BN","conferencePaper","2000","Fenton, Norman E.; Neil, Martin","Software metrics: roadmap","Proceedings of the Conference on The Future of Software Engineering","978-1-58113-253-3","","10.1145/336512.336588","http://doi.org/10.1145/336512.336588","","2000-05-01","2020-08-16 10:36:52","2020-08-16 10:36:52","2020-08-16","357–370","","","","","","Software metrics","ICSE '00","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/HVBVFFM4/Fenton and Neil - 2000 - Software metrics roadmap.pdf","","","Bayesian belief nets; casual models; multi-criteria decision aid; risk assessment; software metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SH6QFME7","journalArticle","2003","Tracz, Will","Front matter (letters and notices)","ACM SIGSOFT Software Engineering Notes","","0163-5948","10.1145/638750.639373","http://doi.org/10.1145/638750.639373","","2003-03-01","2020-08-16 10:36:52","2020-08-16 10:36:52","2020-08-16 10:36:49","1–10","","2","28","","SIGSOFT Softw. Eng. Notes","","","","","","","","","","","","","March 2003","","","","/Users/Pablo/Zotero/storage/YE2I8RSW/Tracz - 2003 - Front matter (letters and notices).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYZCBL22","conferencePaper","2019","Posthuma, Justus; Pieterse, Vreda; Baror, Stacey","A class project to prepare software engineering students for their capstone projects","Proceedings of the 8th Computer Science Education Research Conference","978-1-4503-7717-1","","10.1145/3375258.3375267","http://doi.org/10.1145/3375258.3375267","We discuss the design of a class project which we have introduced to improve our Software Engineering course presented on the third-year graduate level at our institution. For this project, the whole class collaborate to design and implement a single, reasonably large software system. We believe that the class project has the potential to provide an intensive learning experience for our students and may have several educational benefits. We investigate the impact of the class project on student academic achievement and project success in terms of the quality of the code of the developed system. We gauge the impact of the class project by analysing differences the academic performance of the students in the course. Further, we analyzed the differences in assessment marks assigned to projects. We also evaluate the code quality by observing variations in selected software code metrics of the source code of the software systems delivered by the students. Although the results are inconclusive, we feel the class project provides a unique opportunity for students to get hands-on experience in the development of real-world software for industry.","2019-11-18","2020-08-16 10:36:52","2020-08-16 10:36:52","2020-08-16","66–78","","","","","","","CSERC '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/KGNID6UQ/Posthuma et al. - 2019 - A class project to prepare software engineering st.pdf","","","capstone project class project; software engineering; software metrics; teaching software development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXZ92VC8","conferencePaper","2000","Boehm, Barry W.; Sullivan, Kevin J.","Software economics: a roadmap","Proceedings of the Conference on The Future of Software Engineering","978-1-58113-253-3","","10.1145/336512.336584","http://doi.org/10.1145/336512.336584","","2000-05-01","2020-08-16 10:36:52","2020-08-16 10:36:52","2020-08-16","319–343","","","","","","Software economics","ICSE '00","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/JC8WU5KT/Boehm and Sullivan - 2000 - Software economics a roadmap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
